kernel,label,m,rep,eps_m,I_star,regret_robust,regret_plugin_greedy,regret_plugin_exhaustive,diff_robust_minus_plugin,robust_wins,tie,same_protocol
trait_ou,mean,25,64,0.1880526666088606,0.6907252995047104,0.03183563220872199,0.009357104428705854,0.009357104428705854,0.022478527780016133,0,0,0
trait_ou,mean,25,65,0.41063864916262915,0.6907252995047104,0.06825286750434056,0.044321805609825016,0.044321805609825016,0.02393106189451555,0,0,0
trait_ou,mean,25,66,0.18606097905666236,0.6907252995047104,0.0034570449424916605,0.024642788836211516,0.024642788836211516,-0.021185743893719855,1,0,0
trait_ou,mean,25,67,0.2595138900091935,0.6907252995047104,0.042852859844659696,0.07322927014394431,0.0427791030720287,-0.030376410299284617,1,0,0
trait_ou,mean,25,68,0.3017391765453575,0.6907252995047104,0.045612371544869856,0.04115297552438257,0.04115297552438257,0.004459396020487283,0,0,0
trait_ou,mean,25,69,0.234407396359127,0.6907252995047104,0.01673717695478616,0.06656554234847878,0.09922511680317436,-0.04982836539369262,1,0,0
trait_ou,mean,25,70,0.18573733952457483,0.6907252995047104,0.009357104428705854,0.0034570449424917715,0.009357104428705854,0.005900059486214082,0,0,0
trait_ou,mean,25,71,0.16154685464134672,0.6907252995047104,0.050803577478225836,0.050803577478225836,0.050803577478225836,0.0,0,1,1
trait_ou,mean,25,72,0.17193370606766867,0.6907252995047104,0.07943037476698289,0.07943037476698289,0.07943037476698289,0.0,0,1,1
trait_ou,mean,25,73,0.1501762752550273,0.6907252995047104,0.04896170780757403,0.04896170780757403,0.04896170780757403,0.0,0,1,1
trait_ou,mean,25,74,0.167443687346142,0.6907252995047104,0.051178098372722136,0.07629680350858248,0.007793963469837295,-0.025118705135860342,1,0,0
