kernel,label,m,rep,eps_m,I_star,regret_robust,regret_plugin_greedy,regret_plugin_exhaustive,diff_robust_minus_plugin,robust_wins,tie,same_protocol
trait_ou,mean,50,91,0.11556527843083375,0.6907252995047104,0.05510284227069984,0.007793963469837295,0.007793963469837295,0.04730887880086254,0,0,0
trait_ou,mean,50,92,0.15008358432310992,0.6907252995047104,0.03595690901246118,6.460355991932953e-05,0.022929268809470882,0.03589230545254185,0,0,0
trait_ou,mean,50,93,0.1879736249551362,0.6907252995047104,6.460355991932953e-05,0.007150820228128185,6.460355991932953e-05,-0.007086216668208856,1,0,0
trait_ou,mean,50,94,0.12299957566499331,0.6907252995047104,6.460355991932953e-05,0.006713285763997989,0.006713285763997989,-0.00664868220407866,1,0,0
trait_ou,mean,50,95,0.187264884841493,0.6907252995047104,0.02327881424052236,0.03688303819268779,0.04664233927975958,-0.013604223952165428,1,0,0
trait_ou,mean,50,96,0.21904745901646,0.6907252995047104,0.07870046948436393,0.030013999922933743,6.460355991932953e-05,0.04868646956143019,0,0,0
trait_ou,mean,50,97,0.090877334739632,0.6907252995047104,0.01673717695478616,0.006429936994737262,0.029483384904012477,0.010307239960048897,0,0,0
trait_ou,mean,50,98,0.1345110307246728,0.6907252995047104,0.0468046965011083,0.04552383467948817,0.04552383467948817,0.0012808618216201273,0,0,0
trait_ou,mean,50,99,0.14142204320558616,0.6907252995047104,0.03216825154893699,0.006713285763997989,0.007793963469837295,0.025454965784939,0,0,0
trait_ou,occ_c0,25,0,0.16113831420156155,0.653779861527425,0.04248905535057523,0.07706557220482957,0.01719268032185739,-0.034576516854254336,1,0,0
trait_ou,occ_c0,25,1,0.27020882302813914,0.653779861527425,0.06281914445747083,0.02933790661640956,0.0057332935559278875,0.03348123784106127,0,0,0
trait_ou,occ_c0,25,2,0.2511130217430093,0.653779861527425,0.029591194539620336,0.02925148456411719,0.029591194539620336,0.0003397099755031441,0,0,0
trait_ou,occ_c0,25,3,0.18742204103495602,0.653779861527425,0.008662385670178963,0.008662385670178963,0.008662385670178963,0.0,0,1,1
trait_ou,occ_c0,25,4,0.20228162275356282,0.653779861527425,0.027839663870611098,0.07683525662976043,0.07683525662976043,-0.04899559275914933,1,0,0
trait_ou,occ_c0,25,5,0.231370372601295,0.653779861527425,0.052324026124497824,0.06291973279483909,0.026580452346111727,-0.010595706670341265,1,0,0
trait_ou,occ_c0,25,6,0.25520108060293034,0.653779861527425,0.0,0.0,0.006452778061558639,0.0,0,1,1
trait_ou,occ_c0,25,7,0.2623461200897764,0.653779861527425,0.0697457953337085,0.0697457953337085,0.0697457953337085,0.0,0,1,1
trait_ou,occ_c0,25,8,0.1176012104721072,0.653779861527425,0.0027074634236912143,0.0027074634236912143,0.008662385670178963,0.0,0,1,1
trait_ou,occ_c0,25,9,0.2842674448048424,0.653779861527425,0.01281599171782466,0.01281599171782466,0.01281599171782466,0.0,0,1,1
trait_ou,occ_c0,25,10,0.14387914927342288,0.653779861527425,0.05195953568815437,0.019747363005189866,0.019747363005189866,0.0322121726829645,0,0,0
trait_ou,occ_c0,25,11,0.20045103648495172,0.653779861527425,0.04399675571486017,0.04666194298113979,0.02933790661640956,-0.0026651872662796228,1,0,0
trait_ou,occ_c0,25,12,0.24200731071022463,0.653779861527425,0.06674312701196627,0.05215133646532111,0.04497806783398095,0.014591790546645167,0,0,0
trait_ou,occ_c0,25,13,0.20224687231779898,0.653779861527425,0.029251484564117303,0.029251484564117303,0.029251484564117303,0.0,0,1,1
trait_ou,occ_c0,25,14,0.19634856370099918,0.653779861527425,0.01281599171782466,0.01281599171782466,0.01281599171782466,0.0,0,1,1
trait_ou,occ_c0,25,15,0.17347463063640983,0.653779861527425,0.0027074634236909922,0.008662385670178963,0.008662385670178963,-0.00595492224648797,1,0,0
trait_ou,occ_c0,25,16,0.23021930090580506,0.653779861527425,0.07766898094641617,0.0027074634236909922,0.019747363005189866,0.07496151752272517,0,0,0
trait_ou,occ_c0,25,17,0.15551311270356694,0.653779861527425,0.013254539881511151,0.013254539881511151,0.013254539881511151,0.0,0,1,1
trait_ou,occ_c0,25,18,0.2551460303700601,0.653779861527425,0.04363274664355943,0.04363274664355943,0.04363274664355943,0.0,0,1,1
trait_ou,occ_c0,25,19,0.23491768886665487,0.653779861527425,0.01719268032185739,0.0,0.0,0.01719268032185739,0,0,0
trait_ou,occ_c0,25,20,0.20202693775698927,0.653779861527425,0.050702520000718065,0.013254539881511151,0.013254539881511151,0.037447980119206914,0,0,0
trait_ou,occ_c0,25,21,0.1916108059289101,0.653779861527425,0.02224048529156608,0.029007603241013813,0.007239640784359236,-0.006767117949447732,1,0,0
trait_ou,occ_c0,25,22,0.14811669601791738,0.653779861527425,0.04694132028535103,0.030862743127861525,0.0057332935559277765,0.016078577157489504,0,0,0
trait_ou,occ_c0,25,23,0.22262120626232867,0.653779861527425,0.050702520000718065,0.050702520000718065,0.050702520000718065,0.0,0,1,1
trait_ou,occ_c0,25,24,0.18691918106383115,0.653779861527425,0.022964118619552387,0.022964118619552387,0.0027074634236909922,0.0,0,1,1
trait_ou,occ_c0,25,25,0.20302488155663795,0.653779861527425,0.04983699095656713,0.03430485328824995,0.03430485328824995,0.01553213766831718,0,0,0
trait_ou,occ_c0,25,26,0.14324099808030155,0.653779861527425,0.0,0.022219243943727873,0.042477553814254,-0.022219243943727873,1,0,0
trait_ou,occ_c0,25,27,0.13506812705510113,0.653779861527425,0.022217055137887298,0.022964118619552387,0.022964118619552387,-0.000747063481665089,1,0,0
trait_ou,occ_c0,25,28,0.17216623695929129,0.653779861527425,0.04472670882457341,0.027962443920966917,0.027962443920966917,0.016764264903606496,0,0,0
trait_ou,occ_c0,25,29,0.36310208895095164,0.653779861527425,0.02933790661640956,0.006452778061558639,0.008662385670178963,0.02288512855485092,0,0,0
trait_ou,occ_c0,25,30,0.1931871754864175,0.653779861527425,0.03320314751268316,0.03320314751268316,0.04666194298113979,0.0,0,1,1
trait_ou,occ_c0,25,31,0.18482660082562563,0.653779861527425,0.013254539881511151,0.022217055137887187,0.022217055137887187,-0.008962515256376036,1,0,0
trait_ou,occ_c0,25,32,0.18796643158289583,0.653779861527425,0.0027074634236912143,0.0027074634236912143,0.0027074634236912143,0.0,0,1,1
trait_ou,occ_c0,25,33,0.1539471071104752,0.653779861527425,0.06858860419180834,0.04281674197440333,0.04281674197440333,0.025771862217405017,0,0,0
trait_ou,occ_c0,25,34,0.171562036982696,0.653779861527425,0.007239640784359236,0.007239640784359236,0.0057332935559277765,0.0,0,1,1
trait_ou,occ_c0,25,35,0.23297149551685786,0.653779861527425,0.03407087170471024,0.0057332935559278875,0.0057332935559278875,0.02833757814878235,0,0,0
trait_ou,occ_c0,25,36,0.1962338622107076,0.653779861527425,0.0,0.0,0.0027074634236909922,0.0,0,1,1
trait_ou,occ_c0,25,37,0.1374744640985357,0.653779861527425,0.027712279036625098,0.08321685978858084,0.027712279036625098,-0.055504580751955745,1,0,0
trait_ou,occ_c0,25,38,0.326841025645271,0.653779861527425,0.024542526749491533,0.019747363005189866,0.019747363005189866,0.004795163744301667,0,0,0
trait_ou,occ_c0,25,39,0.3011134583813798,0.653779861527425,7.422231605003216e-05,0.05331471095103868,0.07044117777502834,-0.05324048863498865,1,0,0
trait_ou,occ_c0,25,40,0.23325125274301423,0.653779861527425,0.06435141322539462,0.028834635866689218,0.028834635866689218,0.0355167773587054,0,0,0
trait_ou,occ_c0,25,41,0.15957128727669934,0.653779861527425,0.0027074634236909922,0.022995250308166626,0.026122401081914437,-0.020287786884475634,1,0,0
trait_ou,occ_c0,25,42,0.1614360755389731,0.653779861527425,0.050702520000718065,0.029007603241013813,0.029007603241013813,0.021694916759704252,0,0,0
trait_ou,occ_c0,25,43,0.20190871618827883,0.653779861527425,0.03320314751268316,0.05985171826792968,0.02470121350867205,-0.026648570755246515,1,0,0
trait_ou,occ_c0,25,44,0.19907599851253843,0.653779861527425,0.052599909272370904,0.0027074634236912143,0.017940253239822956,0.04989244584867969,0,0,0
trait_ou,occ_c0,25,45,0.23322097995307475,0.653779861527425,0.022219243943727873,0.0027074634236912143,0.0027074634236912143,0.01951178052003666,0,0,0
trait_ou,occ_c0,25,46,0.3163261285160075,0.653779861527425,0.05300566749041191,0.09381486740124034,0.0064527780615588615,-0.04080919991082843,1,0,0
trait_ou,occ_c0,25,47,0.1165129571386534,0.653779861527425,0.04472670882457341,0.006452778061558639,0.008662385670178963,0.038273930763014774,0,0,0
trait_ou,occ_c0,25,48,0.1472708266052184,0.653779861527425,0.06095674341165358,0.042477553814254,0.042477553814254,0.01847918959739958,0,0,0
trait_ou,occ_c0,25,49,0.20512665768330646,0.653779861527425,0.02470121350867205,0.030737302330408167,0.030737302330408167,-0.006036088821736119,1,0,0
trait_ou,occ_c0,25,50,0.18032890202277058,0.653779861527425,0.03394073807155973,7.422231605003216e-05,7.422231605003216e-05,0.033866515755509696,0,0,0
trait_ou,occ_c0,25,51,0.39317041839619815,0.653779861527425,0.06585402674267171,0.13503977696074154,0.13503977696074154,-0.06918575021806983,1,0,0
trait_ou,occ_c0,25,52,0.14196489118902023,0.653779861527425,0.06410019681049295,0.0057332935559278875,0.007239640784359236,0.05836690325456506,0,0,0
trait_ou,occ_c0,25,53,0.1709524219517804,0.653779861527425,0.05070252000071784,0.056370489838337035,0.02470121350867205,-0.005667969837619191,1,0,0
trait_ou,occ_c0,25,54,0.24513619611366322,0.653779861527425,0.07626097341702132,0.005617282249945732,0.005617282249945732,0.07064369116707558,0,0,0
trait_ou,occ_c0,25,55,0.1328449897348764,0.653779861527425,0.041118166446683646,0.01281599171782466,0.01281599171782466,0.028302174728858986,0,0,0
trait_ou,occ_c0,25,56,0.2563328994911087,0.653779861527425,0.04918411756349861,0.047353377133746544,0.047353377133746544,0.0018307404297520646,0,0,0
trait_ou,occ_c0,25,57,0.165466881292815,0.653779861527425,0.049567277390404896,0.049567277390404896,0.013908042130989506,0.0,0,1,1
trait_ou,occ_c0,25,58,0.19272364667409764,0.653779861527425,0.047537392501637576,0.040078389156536054,0.040078389156536054,0.0074590033451015225,0,0,0
trait_ou,occ_c0,25,59,0.2358898851365821,0.653779861527425,0.0027074634236909922,0.019747363005189866,0.019747363005189866,-0.017039899581498874,1,0,0
trait_ou,occ_c0,25,60,0.1606030282629578,0.653779861527425,0.027712279036625098,0.027712279036625098,0.027712279036625098,0.0,0,1,1
trait_ou,occ_c0,25,61,0.11233662523404409,0.653779861527425,0.07165783235025136,7.422231605003216e-05,0.016143341057408,0.07158361003420133,0,0,0
trait_ou,occ_c0,25,62,0.14934236744274199,0.653779861527425,0.056370489838337035,0.04399675571486017,0.06639909614329975,0.012373734123476865,0,0,0
trait_ou,occ_c0,25,63,0.17360816787076644,0.653779861527425,0.02879755122375005,0.02470121350867205,0.0064527780615588615,0.004096337715078002,0,0,0
trait_ou,occ_c0,25,64,0.1791665521291228,0.653779861527425,0.03095446572906868,0.008662385670178963,0.008662385670178963,0.02229208005888972,0,0,0
trait_ou,occ_c0,25,65,0.39153725904429315,0.653779861527425,0.06683609943199254,0.06828781555970598,0.06828781555970598,-0.0014517161277134427,1,0,0
trait_ou,occ_c0,25,66,0.18032693475016148,0.653779861527425,0.0027074634236912143,0.022964118619552387,0.022964118619552387,-0.020256655195861173,1,0,0
trait_ou,occ_c0,25,67,0.24874576819575656,0.653779861527425,0.04112983005124404,0.070854666001402,0.070854666001402,-0.029724835950157957,1,0,0
trait_ou,occ_c0,25,68,0.2868243923703964,0.653779861527425,0.045114820212013296,0.04027312489299195,0.04027312489299195,0.004841695319021344,0,0,0
trait_ou,occ_c0,25,69,0.22252406122964785,0.653779861527425,0.016143341057408,0.06385689527686111,0.0949298569578001,-0.047713554219453114,1,0,0
trait_ou,occ_c0,25,70,0.17654354567275682,0.653779861527425,0.008662385670178963,0.04396553206924647,0.008662385670178963,-0.03530314639906751,1,0,0
trait_ou,occ_c0,25,71,0.15418887364618183,0.653779861527425,0.0497524223618252,0.0497524223618252,0.0497524223618252,0.0,0,1,1
trait_ou,occ_c0,25,72,0.16350809708974945,0.653779861527425,0.027962443920966917,0.027712279036625098,0.027712279036625098,0.00025016488434181916,0,0,0
trait_ou,occ_c0,25,73,0.14054883071022006,0.653779861527425,0.04666194298113979,0.04666194298113979,0.04666194298113979,0.0,0,1,1
trait_ou,occ_c0,25,74,0.1562657566017941,0.653779861527425,0.04908906154394721,0.07386098651590212,0.007239640784359236,-0.024771924971954906,1,0,0
trait_ou,occ_c0,25,75,0.2504048528442022,0.653779861527425,0.0,0.03977310569706882,0.04363274664355954,-0.03977310569706882,1,0,0
trait_ou,occ_c0,25,76,0.17157983005937222,0.653779861527425,0.01281599171782466,0.017940253239822956,0.01281599171782466,-0.005124261521998297,1,0,0
trait_ou,occ_c0,25,77,0.1687344252580139,0.653779861527425,0.025979006350151712,0.02925148456411719,0.02925148456411719,-0.0032724782139654796,1,0,0
trait_ou,occ_c0,25,78,0.18925970463681957,0.653779861527425,0.0259790063501516,0.027962443920966917,0.027962443920966917,-0.0019834375708153162,1,0,0
trait_ou,occ_c0,25,79,0.17272670513207872,0.653779861527425,0.03407087170471024,0.0057332935559278875,0.03407087170471024,0.02833757814878235,0,0,0
trait_ou,occ_c0,25,80,0.19492572876371128,0.653779861527425,0.0064527780615588615,7.422231605003216e-05,0.02850577201867943,0.006378555745508829,0,0,0
trait_ou,occ_c0,25,81,0.1339137911309824,0.653779861527425,0.0564263859105808,0.02772398846077495,0.04399675571486017,0.02870239744980585,0,0,0
trait_ou,occ_c0,25,82,0.21852864445159553,0.653779861527425,0.1024126643935881,0.05080548230537962,0.0064527780615588615,0.05160718208820847,0,0,0
trait_ou,occ_c0,25,83,0.2736023094274294,0.653779861527425,0.02470121350867205,0.11501055950986272,0.11501055950986272,-0.09030934600119067,1,0,0
trait_ou,occ_c0,25,84,0.16626393715485766,0.653779861527425,0.030862743127861525,0.04704295049880103,0.04704295049880103,-0.016180207370939503,1,0,0
trait_ou,occ_c0,25,85,0.19628399902407678,0.653779861527425,0.056726679271390856,0.03229904243027737,0.0766479228896636,0.024427636841113487,0,0,0
trait_ou,occ_c0,25,86,0.12151618460151692,0.653779861527425,7.422231605003216e-05,7.422231605003216e-05,0.027962443920966806,0.0,0,1,1
trait_ou,occ_c0,25,87,0.22307207514668487,0.653779861527425,0.03407087170471024,0.03407087170471024,0.03407087170471024,0.0,0,1,1
trait_ou,occ_c0,25,88,0.3520715161335487,0.653779861527425,0.013908042130989506,0.013908042130989506,0.013908042130989506,0.0,0,1,1
trait_ou,occ_c0,25,89,0.24171124452889198,0.653779861527425,0.10881837607097766,0.06802631656723823,0.01614334105740789,0.04079205950373943,0,0,0
trait_ou,occ_c0,25,90,0.18610778222299246,0.653779861527425,0.09651060547072676,0.0027074634236909922,0.0027074634236909922,0.09380314204703577,0,0,0
trait_ou,occ_c0,25,91,0.2563622588011636,0.653779861527425,0.022217055137887187,0.03229904243027726,0.03229904243027726,-0.010081987292390071,1,0,0
trait_ou,occ_c0,25,92,0.15237631044098976,0.653779861527425,0.04983699095656691,0.04983699095656691,0.04983699095656691,0.0,0,1,1
trait_ou,occ_c0,25,93,0.1167875893419612,0.653779861527425,7.422231605003216e-05,0.028747886909351594,0.008662385670178963,-0.028673664593301562,1,0,0
trait_ou,occ_c0,25,94,0.15919258333736058,0.653779861527425,0.04562068258352747,0.04562068258352747,0.04562068258352747,0.0,0,1,1
trait_ou,occ_c0,25,95,0.35604848467401484,0.653779861527425,0.03320314751268316,0.09633304812193133,0.09633304812193133,-0.06312990060924817,1,0,0
trait_ou,occ_c0,25,96,0.3119783951563123,0.653779861527425,0.09557744933660939,0.06389337813889129,0.027962443920966806,0.0316840711977181,0,0,0
trait_ou,occ_c0,25,97,0.18984369956084973,0.653779861527425,0.028834635866689218,0.028834635866689218,0.028834635866689218,0.0,0,1,1
trait_ou,occ_c0,25,98,0.14627004362478074,0.653779861527425,0.042456614952784966,0.02232758330609308,0.050433803580862246,0.020129031646691886,0,0,0
trait_ou,occ_c0,25,99,0.17074093470294738,0.653779861527425,0.027962443920966917,0.006452778061558639,0.006452778061558639,0.021509665859408278,0,0,0
trait_ou,occ_c0,50,0,0.12082286258855068,0.653779861527425,0.0027074634236912143,0.0027074634236912143,0.0027074634236912143,0.0,0,1,1
trait_ou,occ_c0,50,1,0.17666140850015932,0.653779861527425,7.422231605003216e-05,7.422231605003216e-05,7.422231605003216e-05,0.0,0,1,1
trait_ou,occ_c0,50,2,0.16612091828962838,0.653779861527425,7.422231605003216e-05,7.422231605003216e-05,1.1102230246251565e-16,0.0,0,1,1
trait_ou,occ_c0,50,3,0.1505160790252842,0.653779861527425,0.005617282249945732,0.03394073807155973,0.01281599171782466,-0.028323455821613996,1,0,0
trait_ou,occ_c0,50,4,0.12036159204835278,0.653779861527425,0.026544543120398667,0.008662385670178963,0.008662385670178963,0.017882157450219704,0,0,0
trait_ou,occ_c0,50,5,0.14962321741039797,0.653779861527425,0.008662385670178963,0.008662385670178963,0.008662385670178963,0.0,0,1,1
trait_ou,occ_c0,50,6,0.14923127490947996,0.653779861527425,0.021848289039633095,1.1102230246251565e-16,1.1102230246251565e-16,0.021848289039632984,0,0,0
trait_ou,occ_c0,50,7,0.3747944558401799,0.653779861527425,0.02232758330609308,0.04396553206924647,0.04396553206924647,-0.021637948763153392,1,0,0
trait_ou,occ_c0,50,8,0.1682988971017889,0.653779861527425,0.02224048529156608,1.1102230246251565e-16,1.1102230246251565e-16,0.02224048529156597,0,0,0
trait_ou,occ_c0,50,9,0.15935559605025462,0.653779861527425,0.005617282249945732,0.005617282249945732,0.017940253239822956,0.0,0,1,1
trait_ou,occ_c0,50,10,0.11722097882840615,0.653779861527425,0.04531074664236456,0.02232758330609308,0.02232758330609308,0.022983163336271484,0,0,0
trait_ou,occ_c0,50,11,0.1093847106451642,0.653779861527425,7.422231605003216e-05,0.0,1.1102230246251565e-16,7.422231605003216e-05,0,0,0
trait_ou,occ_c0,50,12,0.20243464305029135,0.653779861527425,0.0656702777870729,0.0656702777870729,0.06791723049262699,0.0,0,1,1
trait_ou,occ_c0,50,13,0.1339474164254406,0.653779861527425,0.04756277524420971,1.1102230246251565e-16,0.02850577201867943,0.0475627752442096,0,0,0
trait_ou,occ_c0,50,14,0.11542748153620447,0.653779861527425,0.02622953046155374,0.0064527780615588615,0.0064527780615588615,0.01977675239999488,0,0,0
trait_ou,occ_c0,50,15,0.16645809750405943,0.653779861527425,0.022219243943727873,7.422231605003216e-05,7.422231605003216e-05,0.02214502162767784,0,0,0
trait_ou,occ_c0,50,16,0.09277019425140787,0.653779861527425,0.0027074634236909922,1.1102230246251565e-16,0.0027074634236909922,0.0027074634236908812,0,0,0
trait_ou,occ_c0,50,17,0.19411260906906797,0.653779861527425,0.022217055137887187,0.045114820212013296,0.040078389156536054,-0.02289776507412611,1,0,0
trait_ou,occ_c0,50,18,0.16252665329729654,0.653779861527425,0.04577142604057782,1.1102230246251565e-16,0.0027074634236909922,0.04577142604057771,0,0,0
trait_ou,occ_c0,50,19,0.18718099256685994,0.653779861527425,0.0,0.0,0.0,0.0,0,1,1
trait_ou,occ_c0,50,20,0.2112005731744201,0.653779861527425,0.07572602517732152,0.07572602517732152,0.006452778061558639,0.0,0,1,1
trait_ou,occ_c0,50,21,0.1062791863251692,0.653779861527425,0.026580452346111727,0.04112983005124404,0.013908042130989506,-0.014549377705132316,1,0,0
trait_ou,occ_c0,50,22,0.13087094497757557,0.653779861527425,0.0477962071438226,0.01719268032185739,0.01719268032185739,0.03060352682196521,0,0,0
trait_ou,occ_c0,50,23,0.14044459904879975,0.653779861527425,0.0064527780615588615,0.013254539881511374,7.422231605003216e-05,-0.006801761819952512,1,0,0
trait_ou,occ_c0,50,24,0.14689439897913997,0.653779861527425,0.028747886909351594,0.022219243943727873,0.028747886909351594,0.006528642965623721,0,0,0
trait_ou,occ_c0,50,25,0.1741991306217378,0.653779861527425,0.0057332935559278875,0.0057332935559278875,0.0057332935559278875,0.0,0,1,1
trait_ou,occ_c0,50,26,0.1234258208072041,0.653779861527425,0.028834635866689218,7.422231605003216e-05,7.422231605003216e-05,0.028760413550639186,0,0,0
trait_ou,occ_c0,50,27,0.1536071511281723,0.653779861527425,0.028747886909351594,0.0,0.0,0.028747886909351594,0,0,0
trait_ou,occ_c0,50,28,0.13440960724516443,0.653779861527425,0.022964118619552387,0.015382351347045686,1.1102230246251565e-16,0.007581767272506701,0,0,0
trait_ou,occ_c0,50,29,0.10328268424948128,0.653779861527425,7.422231605003216e-05,7.422231605003216e-05,7.422231605003216e-05,0.0,0,1,1
trait_ou,occ_c0,50,30,0.18764504484679762,0.653779861527425,0.04720383375791104,0.03095446572906868,0.027712279036624987,0.01624936802884236,0,0,0
trait_ou,occ_c0,50,31,0.14078526692248772,0.653779861527425,0.0057332935559277765,0.008662385670178963,0.0057332935559277765,-0.002929092114251186,1,0,0
trait_ou,occ_c0,50,32,0.17393372431680953,0.653779861527425,0.04281674197440333,0.04472670882457341,0.04281674197440333,-0.0019099668501700862,1,0,0
trait_ou,occ_c0,50,33,0.17091369748784935,0.653779861527425,0.10591465666468436,0.10591465666468436,0.0,0.0,0,1,1
trait_ou,occ_c0,50,34,0.13794898735489197,0.653779861527425,0.01614334105740789,0.016143341057408,1.1102230246251565e-16,-1.1102230246251565e-16,0,1,0
trait_ou,occ_c0,50,35,0.12547501702289882,0.653779861527425,0.02622953046155374,0.0057332935559277765,0.03095446572906868,0.020496236905625964,0,0,0
trait_ou,occ_c0,50,36,0.11091088542507033,0.653779861527425,0.022217055137887187,0.0027074634236909922,0.0027074634236909922,0.019509591714196195,0,0,0
trait_ou,occ_c0,50,37,0.15231187748733477,0.653779861527425,7.422231605003216e-05,7.422231605003216e-05,7.422231605003216e-05,0.0,0,1,1
trait_ou,occ_c0,50,38,0.07986816995403673,0.653779861527425,0.008662385670178963,0.0027074634236909922,0.0027074634236909922,0.00595492224648797,0,0,0
trait_ou,occ_c0,50,39,0.15006886754876664,0.653779861527425,0.030862743127861525,0.030862743127861525,0.030862743127861525,0.0,0,1,1
trait_ou,occ_c0,50,40,0.12663460663438453,0.653779861527425,0.0057332935559277765,0.027962443920966917,0.008662385670178963,-0.02222915036503914,1,0,0
trait_ou,occ_c0,50,41,0.1393220978713644,0.653779861527425,0.05642638591058069,0.05642638591058069,0.07386098651590212,0.0,0,1,1
trait_ou,occ_c0,50,42,0.14883831448202833,0.653779861527425,0.0027074634236909922,0.0027074634236912143,0.008662385670178963,-2.220446049250313e-16,0,1,0
trait_ou,occ_c0,50,43,0.14942302763797294,0.653779861527425,7.422231605003216e-05,0.013254539881511374,0.013254539881511374,-0.013180317565461341,1,0,0
trait_ou,occ_c0,50,44,0.2609305983576294,0.653779861527425,1.1102230246251565e-16,0.02232758330609308,0.02232758330609308,-0.02232758330609297,1,0,0
trait_ou,occ_c0,50,45,0.1918381137014742,0.653779861527425,0.022219243943727873,0.0027074634236912143,0.007239640784359236,0.01951178052003666,0,0,0
trait_ou,occ_c0,50,46,0.1328187886324948,0.653779861527425,0.005617282249945732,0.0027074634236912143,0.022338987727819393,0.0029098188262545177,0,0,0
trait_ou,occ_c0,50,47,0.14213173620751057,0.653779861527425,0.029007603241013813,0.029007603241013813,0.029007603241013813,0.0,0,1,1
trait_ou,occ_c0,50,48,0.1458964213563424,0.653779861527425,0.007239640784359236,0.007239640784359236,0.007239640784359236,0.0,0,1,1
trait_ou,occ_c0,50,49,0.19667856979285042,0.653779861527425,0.02772398846077495,0.027839663870611098,0.007239640784359236,-0.00011567540983614677,1,0,0
trait_ou,occ_c0,50,50,0.11047302006897003,0.653779861527425,0.04927411710616714,7.422231605003216e-05,7.422231605003216e-05,0.049199894790117105,0,0,0
trait_ou,occ_c0,50,51,0.06831578205230604,0.653779861527425,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16,0,1,0
trait_ou,occ_c0,50,52,0.17043388931829961,0.653779861527425,7.422231605003216e-05,7.422231605003216e-05,7.422231605003216e-05,0.0,0,1,1
trait_ou,occ_c0,50,53,0.2076821976835253,0.653779861527425,1.1102230246251565e-16,0.022292132453603064,0.022292132453603064,-0.022292132453602953,1,0,0
trait_ou,occ_c0,50,54,0.13850093128559088,0.653779861527425,0.05560358447018465,7.422231605003216e-05,7.422231605003216e-05,0.05552936215413462,0,0,0
trait_ou,occ_c0,50,55,0.1569579788647304,0.653779861527425,0.02928580333048203,0.006452778061558639,0.006452778061558639,0.02283302526892339,0,0,0
trait_ou,occ_c0,50,56,0.17537323749494593,0.653779861527425,0.01614334105740789,7.422231605003216e-05,7.422231605003216e-05,0.016069118741357857,0,0,0
trait_ou,occ_c0,50,57,0.10902360836806213,0.653779861527425,0.02470121350867205,0.02232758330609308,0.02232758330609308,0.002373630202578969,0,0,0
trait_ou,occ_c0,50,58,0.16042675008932628,0.653779861527425,0.07320601255988424,0.04646405810782239,0.013908042130989506,0.026741954452061845,0,0,0
trait_ou,occ_c0,50,59,0.08979173446237132,0.653779861527425,0.07411289305675584,0.022292132453602953,0.008662385670178963,0.05182076060315288,0,0,0
trait_ou,occ_c0,50,60,0.13755787646382273,0.653779861527425,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0,1,1
trait_ou,occ_c0,50,61,0.1640253560096236,0.653779861527425,0.022219243943727873,0.013254539881511374,0.013254539881511374,0.0089647040622165,0,0,0
trait_ou,occ_c0,50,62,0.12092012905663829,0.653779861527425,0.029251484564117303,0.029251484564117303,0.029251484564117303,0.0,0,1,1
trait_ou,occ_c0,50,63,0.14752408474462764,0.653779861527425,7.422231605003216e-05,7.422231605003216e-05,7.422231605003216e-05,0.0,0,1,1
trait_ou,occ_c0,50,64,0.07131208763922925,0.653779861527425,0.01614334105740789,0.0027074634236909922,0.008662385670178963,0.013435877633716897,0,0,0
trait_ou,occ_c0,50,65,0.1069140211675551,0.653779861527425,1.1102230246251565e-16,0.027839663870611098,1.1102230246251565e-16,-0.027839663870610987,1,0,0
trait_ou,occ_c0,50,66,0.21855023473110735,0.653779861527425,0.0027074634236909922,0.0027074634236909922,0.0027074634236909922,0.0,0,1,1
trait_ou,occ_c0,50,67,0.08272936294355854,0.653779861527425,1.1102230246251565e-16,0.006452778061558639,0.006452778061558639,-0.006452778061558528,1,0,0
trait_ou,occ_c0,50,68,0.11542808690457135,0.653779861527425,0.05346556167772476,0.05346556167772476,0.05346556167772476,0.0,0,1,1
trait_ou,occ_c0,50,69,0.257086160717591,0.653779861527425,0.02925148456411719,0.02925148456411719,0.02925148456411719,0.0,0,1,1
trait_ou,occ_c0,50,70,0.1671216041771172,0.653779861527425,0.005617282249945732,0.005617282249945732,0.005617282249945732,0.0,0,1,1
trait_ou,occ_c0,50,71,0.10925203036600806,0.653779861527425,1.1102230246251565e-16,0.03818532161844623,0.026122401081914437,-0.03818532161844612,1,0,0
trait_ou,occ_c0,50,72,0.10914428566575796,0.653779861527425,0.02232758330609308,0.025979006350151712,0.025979006350151712,-0.0036514230440586326,1,0,0
trait_ou,occ_c0,50,73,0.1725998865623491,0.653779861527425,0.02232758330609308,0.02232758330609308,0.027839663870611098,0.0,0,1,1
trait_ou,occ_c0,50,74,0.1360836172118281,0.653779861527425,0.027962443920966917,0.0057332935559277765,0.04399675571486017,0.02222915036503914,0,0,0
trait_ou,occ_c0,50,75,0.16846714541302715,0.653779861527425,0.030737302330408167,1.1102230246251565e-16,0.008662385670178963,0.030737302330408056,0,0,0
trait_ou,occ_c0,50,76,0.08561114623676486,0.653779861527425,0.04396553206924647,0.005617282249945732,0.0057332935559277765,0.03834824981930074,0,0,0
