alpha,label,protocol,model,n_train,n_train_used,is_reference,seed_index,seed_key,r2_test,r2_bayes_test,r2_best_linear_test,hyperparameter,ceiling,label_variance,ceiling_best_linear,r2_class_reference,protocol_gap,approximation_gap,estimation_gap,protocol_gap_paired,approximation_gap_paired,approximation_gap_exact_linear,ceiling_utilization,absolute_gap,protocol_share_of_residual
0.0,occupation,same_time,gp,1000,1000,0,0,"[20260802, 0, 0]",0.07073050759439348,0.084293463830444,0.08268748785224278,reg=30,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08148307413042588,0.9139497373876955,0.00456718848187862,0.010752566536032404,0.915706536169556,0.0028103897000181233,nan,0.8219673647373573,0.015319755017911024,0.9835141956740098
0.0,occupation,same_time,mlp,1000,1000,0,0,"[20260802, 0, 0]",0.07621243302424441,0.084293463830444,0.08268748785224278,weight_decay=0.1,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08363052555570949,0.9139497373876955,0.0024197370565950116,0.007418092531465081,0.915706536169556,0.0006629382747345147,nan,0.8856734507321148,0.009837829588060093,0.9893505499102281
0.0,occupation,same_time,ridge,2500,2500,0,0,"[20260802, 0, 0]",0.08020219187418143,0.084293463830444,0.08268748785224278,cv-alpha,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08240858133908235,0.9139497373876955,0.003641681273222147,0.0022063894649009264,0.915706536169556,0.0018848824913616502,0.0015296989964313779,0.9320388972608801,0.005848070738123073,0.9936420040508259
0.0,occupation,same_time,gp,2500,1500,0,0,"[20260802, 0, 0]",0.07744312693539224,0.084293463830444,0.08268748785224278,reg=30,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08148307413042588,0.9139497373876955,0.00456718848187862,0.004039947195033644,0.915706536169556,0.0028103897000181233,nan,0.89997548623772,0.008607135676912264,0.9906703468065654
0.0,occupation,same_time,mlp,2500,2500,0,0,"[20260802, 0, 0]",0.08133326108586225,0.084293463830444,0.08268748785224278,weight_decay=0.1,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08363052555570949,0.9139497373876955,0.0024197370565950116,0.0022972644698472378,0.915706536169556,0.0006629382747345147,nan,0.9451831826743576,0.004717001526442249,0.9948653833576061
0.0,occupation,same_time,ridge,5000,5000,0,0,"[20260802, 0, 0]",0.08010204526988174,0.084293463830444,0.08268748785224278,cv-alpha,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08240858133908235,0.9139497373876955,0.003641681273222147,0.0023065360692006154,0.915706536169556,0.0018848824913616502,0.0015296989964313779,0.9308750820526582,0.0059482173424227625,0.9935338291472038
0.0,occupation,same_time,gp,5000,1500,0,0,"[20260802, 0, 0]",0.07247015516938593,0.084293463830444,0.08268748785224278,reg=0.01,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08148307413042588,0.9139497373876955,0.00456718848187862,0.00901291896103995,0.915706536169556,0.0028103897000181233,nan,0.8421840093143803,0.01358010744291857,0.985358845843501
0.0,occupation,same_time,mlp,5000,5000,0,0,"[20260802, 0, 0]",0.08071006308612594,0.084293463830444,0.08268748785224278,weight_decay=0.001,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08363052555570949,0.9139497373876955,0.0024197370565950116,0.0029204624695835513,0.915706536169556,0.0006629382747345147,nan,0.9379409270342546,0.005340199526178563,0.9941909518295109
0.0,occupation,same_time,ridge,20000,20000,1,0,"[20260802, 0, 0]",0.08240858133908235,0.084293463830444,0.08268748785224278,cv-alpha,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08240858133908235,0.9139497373876955,0.003641681273222147,0.0,0.915706536169556,0.0018848824913616502,0.0015296989964313779,0.9576796030288766,0.003641681273222147,0.9960312605380108
0.0,occupation,same_time,gp,20000,1500,1,0,"[20260802, 0, 0]",0.08148307413042588,0.084293463830444,0.08268748785224278,reg=10,0.0860502626123045,0.016804686944287432,0.08452056361587312,0.08148307413042588,0.9139497373876955,0.00456718848187862,0.0,0.915706536169556,0.0028103897000181233,nan,0.9469241772979139,0.00456718848187862,0.9950276490794605
