config,cid,arm,m,rep,label,I_true_ref,I_hat_ref,ref_err,uniform_err,k_err,r_eff,nu2_used,ci_lo,ci_hi,ci_width,covered,bound,bound_ratio,bound_lt_one,small_pert_ok
ou_alpha0.3_nu0.25,1,known,1000,24,occ_c0,0.5910152448580639,0.5994793554195409,0.008464110561477,0.03388313647830665,1.8288429145155447,2.7685368101067898,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,24,occ_c1,0.5503696584710668,0.5589827035173359,0.008613045046269141,0.03335510379005585,1.8288429145155447,2.7685368101067898,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,25,mean,0.6161001196816845,0.5832548465048938,-0.03284527317679076,0.05965094707930674,2.862952896886912,2.8383494082399534,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,25,sigmoid,0.6098245377686271,0.5773005405543201,-0.03252399721430699,0.05914635029492099,2.862952896886912,2.8383494082399534,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,25,occ_c0,0.5910152448580639,0.5595585315268178,-0.03145671333124611,0.05742774764462555,2.862952896886912,2.8383494082399534,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,25,occ_c1,0.5503696584710668,0.5191068750754864,-0.03126278339558042,0.05664947246378638,2.862952896886912,2.8383494082399534,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,22,mean,0.6161001196816845,0.6062786731172464,-0.009821446564438174,0.02897498431951262,2.4502782435804042,2.7813186495447715,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,22,sigmoid,0.6098245377686271,0.6000186106343749,-0.009805927134252213,0.028803981177566773,2.4502782435804042,2.7813186495447715,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,22,occ_c0,0.5910152448580639,0.5814120946678668,-0.009603150190197085,0.028195235871091184,2.4502782435804042,2.7813186495447715,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,22,occ_c1,0.5503696584710668,0.5403811239144671,-0.009988534556599649,0.02785888961602856,2.4502782435804042,2.7813186495447715,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,23,mean,0.6161001196816845,0.6243786820706422,0.008278562388957633,0.033195385343109285,2.4854476569539417,2.7653415774151227,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,23,sigmoid,0.6098245377686271,0.6180642088600888,0.008239671091461731,0.03304723520606234,2.4854476569539417,2.7653415774151227,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,23,occ_c0,0.5910152448580639,0.5991118984952479,0.008096653637184037,0.03239967973732938,2.4854476569539417,2.7653415774151227,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,23,occ_c1,0.5503696584710668,0.5584802982353282,0.008110639764261407,0.03253658033884299,2.4854476569539417,2.7653415774151227,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,20,mean,0.6161001196816845,0.6084122704057191,-0.0076878492759654415,0.0328719492124232,1.9424488651559637,2.6877869769772644,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,20,sigmoid,0.6098245377686271,0.6021782404560879,-0.007646297312539185,0.03268988413048168,1.9424488651559637,2.6877869769772644,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,20,occ_c0,0.5910152448580639,0.5837839382427764,-0.0072313066152874805,0.03172009058918923,1.9424488651559637,2.6877869769772644,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,20,occ_c1,0.5503696584710668,0.5432378572976644,-0.007131801173402397,0.03152376796071521,1.9424488651559637,2.6877869769772644,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,21,mean,0.6161001196816845,0.6394427173468353,0.02334259766515079,0.03865316688512033,2.912345790822679,2.6157686594515663,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,21,sigmoid,0.6098245377686271,0.6329746799445232,0.02315014217589606,0.03837975978248376,2.912345790822679,2.6157686594515663,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,21,occ_c0,0.5910152448580639,0.6138550286438947,0.022839783785830847,0.037738709753482036,2.912345790822679,2.6157686594515663,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,21,occ_c1,0.5503696584710668,0.573382777182281,0.023013118711214253,0.03784594416400466,2.912345790822679,2.6157686594515663,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,26,mean,0.6161001196816845,0.6297446890728922,0.013644569391207617,0.03529616696891935,1.9508609049171983,2.7289971338749393,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,26,sigmoid,0.6098245377686271,0.6234665088332554,0.013641971064628278,0.03494844477985759,1.9508609049171983,2.7289971338749393,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,26,occ_c0,0.5910152448580639,0.6047897332450294,0.013774488386965489,0.033618347184546704,1.9508609049171983,2.7289971338749393,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,26,occ_c1,0.5503696584710668,0.5642890103548719,0.013919351883805109,0.03257248791240974,1.9508609049171983,2.7289971338749393,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,27,mean,0.6161001196816845,0.6078048886236121,-0.008295231058072394,0.03682408622776134,2.6662469542404246,2.7595964582698183,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,27,sigmoid,0.6098245377686271,0.6016275925580858,-0.008196945210541262,0.03648571617737706,2.6662469542404246,2.7595964582698183,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,27,occ_c0,0.5910152448580639,0.5832781289434752,-0.007737115914588699,0.03525271814714548,2.6662469542404246,2.7595964582698183,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,27,occ_c1,0.5503696584710668,0.5426065319879895,-0.0077631264830773095,0.03517412013298421,2.6662469542404246,2.7595964582698183,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,32,mean,0.6161001196816845,0.6026482915917766,-0.013451828089907969,0.06981710474618152,3.658609084058004,2.9032086048125003,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,32,sigmoid,0.6098245377686271,0.5965238567191958,-0.013300681049431273,0.06927334987854084,3.658609084058004,2.9032086048125003,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,32,occ_c0,0.5910152448580639,0.578061565363725,-0.012953679494338899,0.06751852593491015,3.658609084058004,2.9032086048125003,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,32,occ_c1,0.5503696584710668,0.5371391565746119,-0.013230501896454916,0.06660716214166579,3.658609084058004,2.9032086048125003,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,33,mean,0.6161001196816845,0.623611437560801,0.007511317879116408,0.03396718333473614,1.6035605594910989,2.7399536326381964,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,33,sigmoid,0.6098245377686271,0.617288913334363,0.00746437556573587,0.033760194879191574,1.6035605594910989,2.7399536326381964,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,33,occ_c0,0.5910152448580639,0.5984235100182335,0.007408265160169569,0.032857864662523384,1.6035605594910989,2.7399536326381964,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,33,occ_c1,0.5503696584710668,0.5577601668473383,0.007390508376271532,0.032548998790527695,1.6035605594910989,2.7399536326381964,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,34,mean,0.6161001196816845,0.5968046344948449,-0.019295485186839656,0.03637119442279857,2.008310835598455,2.7746302917288777,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,34,sigmoid,0.6098245377686271,0.5907317770455192,-0.01909276072310795,0.036047504190311885,2.008310835598455,2.7746302917288777,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,34,occ_c0,0.5910152448580639,0.572702894128694,-0.018312350729369875,0.03484792475166587,2.008310835598455,2.7746302917288777,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,34,occ_c1,0.5503696584710668,0.5323454060509741,-0.018024252420092646,0.03421124827352395,2.008310835598455,2.7746302917288777,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,35,mean,0.6161001196816845,0.612699027027425,-0.0034010926542595854,0.03434101668797296,2.362814603768098,2.775692496917359,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,35,sigmoid,0.6098245377686271,0.606555756759418,-0.003268781009209132,0.03410904633719791,2.362814603768098,2.775692496917359,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,35,occ_c0,0.5910152448580639,0.588228611753462,-0.002786633104601921,0.03308921079886906,2.362814603768098,2.775692496917359,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,35,occ_c1,0.5503696584710668,0.5477683042933295,-0.002601354177737325,0.03321400608874148,2.362814603768098,2.775692496917359,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,36,mean,0.6161001196816845,0.6094275580752654,-0.006672561606419158,0.05120128444571859,3.000934613871617,2.842371191770676,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,36,sigmoid,0.6098245377686271,0.6032814151199748,-0.006543122648652311,0.05079618406760211,3.000934613871617,2.842371191770676,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,36,occ_c0,0.5910152448580639,0.584797243535292,-0.006218001322771838,0.04942400375314293,3.000934613871617,2.842371191770676,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,36,occ_c1,0.5503696584710668,0.5442236739165212,-0.006145984554545625,0.048938006836910575,3.000934613871617,2.842371191770676,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,37,mean,0.6161001196816845,0.616512133845547,0.00041201416386249523,0.0373859127186551,2.2832776972467523,2.773131496903935,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,37,sigmoid,0.6098245377686271,0.6103151573253154,0.0004906195566882765,0.0371176461308661,2.2832776972467523,2.773131496903935,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,37,occ_c0,0.5910152448580639,0.5917729510513594,0.0007577061932955154,0.03605953750290847,2.2832776972467523,2.773131496903935,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,37,occ_c1,0.5503696584710668,0.5513346149778998,0.0009649565068330368,0.03576813989093497,2.2832776972467523,2.773131496903935,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,30,mean,0.6161001196816845,0.6339403455719606,0.017840225890276007,0.03296925329937628,1.9277894146269634,2.7063529816374183,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,30,sigmoid,0.6098245377686271,0.6276073010457207,0.017782763277093605,0.032821231899227477,1.9277894146269634,2.7063529816374183,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,30,occ_c0,0.5910152448580639,0.608742122810303,0.01772687795223915,0.03191976191494539,1.9277894146269634,2.7063529816374183,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,30,occ_c1,0.5503696584710668,0.5682690458268651,0.017899387355798324,0.03204843099726434,1.9277894146269634,2.7063529816374183,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,31,mean,0.6161001196816845,0.6017575815542862,-0.014342538127398385,0.039978451985940744,2.6215124152665266,2.778478996490717,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,31,sigmoid,0.6098245377686271,0.5955450770958636,-0.014279460672763533,0.039823783259387846,2.6215124152665266,2.778478996490717,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,31,occ_c0,0.5910152448580639,0.5770676479785793,-0.013947596879484547,0.03901249051911859,2.6215124152665266,2.778478996490717,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,31,occ_c1,0.5503696584710668,0.5362555091306447,-0.0141141493404221,0.03953876837848325,2.6215124152665266,2.778478996490717,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,28,mean,0.6161001196816845,0.6252471894711795,0.009147069789494977,0.033701943389342626,2.071557848778244,2.7754634110630576,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,28,sigmoid,0.6098245377686271,0.6190713125744584,0.009246774805831248,0.033401193371636495,2.071557848778244,2.7754634110630576,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,28,occ_c0,0.5910152448580639,0.6005421260948156,0.009526881236751716,0.03225236250207453,2.071557848778244,2.7754634110630576,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,28,occ_c1,0.5503696584710668,0.560288974591429,0.009919316120362232,0.03188258289140988,2.071557848778244,2.7754634110630576,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,29,mean,0.6161001196816845,0.6175493685112029,0.001449248829518357,0.026807504856927067,1.9883148353878322,2.7524711564934483,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,29,sigmoid,0.6098245377686271,0.6112984917784985,0.001473954009871381,0.0265683416939847,1.9883148353878322,2.7524711564934483,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,29,occ_c0,0.5910152448580639,0.5927183398127603,0.0017030949546964491,0.025612193269076045,1.9883148353878322,2.7524711564934483,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,29,occ_c1,0.5503696584710668,0.5519807661708455,0.00161110769977868,0.025135253808959757,1.9883148353878322,2.7524711564934483,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,38,mean,0.6161001196816845,0.6161468135519264,4.66938702418096e-05,0.03203908822438284,2.131210969878302,2.673710794700094,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,38,sigmoid,0.6098245377686271,0.609780392874666,-4.4144893961095555e-05,0.03180106263961058,2.131210969878302,2.673710794700094,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,38,occ_c0,0.5910152448580639,0.5910388861507747,2.3641292710818718e-05,0.031209165098234348,2.131210969878302,2.673710794700094,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,38,occ_c1,0.5503696584710668,0.5501006597523824,-0.00026899871868435454,0.0311552788590449,2.131210969878302,2.673710794700094,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,39,mean,0.6161001196816845,0.5842608478329867,-0.03183927184869784,0.04728359766422441,3.696918537416275,2.885635422078465,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,39,sigmoid,0.6098245377686271,0.5782612135952461,-0.031563324173381035,0.046878527841141215,3.696918537416275,2.885635422078465,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,39,occ_c0,0.5910152448580639,0.5602878808673721,-0.03072736399069176,0.04562184289660931,3.696918537416275,2.885635422078465,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,39,occ_c1,0.5503696584710668,0.5196961548091907,-0.030673503661876045,0.04487567855405389,3.696918537416275,2.885635422078465,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,40,mean,0.6161001196816845,0.6258257578847931,0.009725638203108566,0.027002963091921406,2.032490267688124,2.6855556871910573,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,40,sigmoid,0.6098245377686271,0.6195416402254169,0.009717102456789806,0.026850695840526462,2.032490267688124,2.6855556871910573,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,40,occ_c0,0.5910152448580639,0.6009078153953407,0.009892570537276768,0.026543645589039433,2.032490267688124,2.6855556871910573,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,40,occ_c1,0.5503696584710668,0.5605511164196305,0.010181457948563732,0.026457927925598757,2.032490267688124,2.6855556871910573,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,41,mean,0.6161001196816845,0.6198448253100377,0.003744705628353162,0.039431040285696106,2.3806819824702417,2.799054922403863,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,41,sigmoid,0.6098245377686271,0.6136391246334504,0.0038145868648232772,0.0391306935236414,2.3806819824702417,2.799054922403863,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,41,occ_c0,0.5910152448580639,0.5950247558520897,0.0040095109940258,0.03800651308110503,2.3806819824702417,2.799054922403863,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,41,occ_c1,0.5503696584710668,0.5545589773140281,0.004189318842961365,0.03757198538583545,2.3806819824702417,2.799054922403863,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,42,mean,0.6161001196816845,0.6209054746107441,0.004805354929059535,0.026293087607623833,1.956686199562764,2.7125033189944534,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,42,sigmoid,0.6098245377686271,0.6145550919766303,0.004730554208003168,0.026116137965128683,1.956686199562764,2.7125033189944534,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,42,occ_c0,0.5910152448580639,0.5957154182060784,0.004700173348014536,0.025638176543141156,1.956686199562764,2.7125033189944534,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,42,occ_c1,0.5503696584710668,0.5549155877267721,0.004545929255705294,0.025526132666471968,1.956686199562764,2.7125033189944534,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,43,mean,0.6161001196816845,0.6152967111656859,-0.0008034085159986937,0.027980339546760824,1.8437497713519662,2.7621432673994866,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,43,sigmoid,0.6098245377686271,0.6090871713951039,-0.0007373663735231739,0.02775898627161133,1.8437497713519662,2.7621432673994866,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,43,occ_c0,0.5910152448580639,0.5905911001812817,-0.000424144676782201,0.027218378651079345,1.8437497713519662,2.7621432673994866,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,43,occ_c1,0.5503696584710668,0.5499228246993966,-0.00044683377167020755,0.02707478750542258,1.8437497713519662,2.7621432673994866,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,44,mean,0.6161001196816845,0.6129679473307726,-0.0031321723509118993,0.03839209581125835,2.029833568393221,2.769282254371078,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,44,sigmoid,0.6098245377686271,0.6067756407389382,-0.003048897029688913,0.03808742784560659,2.029833568393221,2.769282254371078,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,44,occ_c0,0.5910152448580639,0.5883208437525445,-0.0026944011055194395,0.03691774488367816,2.029833568393221,2.769282254371078,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,44,occ_c1,0.5503696584710668,0.5477259340285731,-0.0026437244424937223,0.036395541677984145,2.029833568393221,2.769282254371078,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,45,mean,0.6161001196816845,0.6401779157797586,0.024077796098074034,0.038481194029709176,2.476343291400086,2.795713278172843,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,45,sigmoid,0.6098245377686271,0.6338347013078546,0.02401016353922747,0.03821519920184868,2.476343291400086,2.795713278172843,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,45,occ_c0,0.5910152448580639,0.6146611950018036,0.023645950143739713,0.0372145933348057,2.476343291400086,2.795713278172843,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,45,occ_c1,0.5503696584710668,0.5741264553038643,0.023756796832797522,0.036899250704418185,2.476343291400086,2.795713278172843,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,48,mean,0.6161001196816845,0.6244511262246594,0.008351006542974826,0.03836474211474561,2.2719719923860766,2.6460761676127844,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,48,sigmoid,0.6098245377686271,0.6181558983017482,0.008331360533121113,0.038208353740109224,2.2719719923860766,2.6460761676127844,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,48,occ_c0,0.5910152448580639,0.5996071767305805,0.008591931872516612,0.03786506884008034,2.2719719923860766,2.6460761676127844,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,48,occ_c1,0.5503696584710668,0.5591768824032896,0.008807223932222774,0.03820092471379111,2.2719719923860766,2.6460761676127844,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,49,mean,0.6161001196816845,0.5964590365178499,-0.019641083163834616,0.029503488856817528,2.1082099253482744,2.7613248865923308,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,49,sigmoid,0.6098245377686271,0.590293446510074,-0.019531091258553124,0.029317885844083902,2.1082099253482744,2.7613248865923308,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,49,occ_c0,0.5910152448580639,0.5720425663704266,-0.018972678487637284,0.02850276666462004,2.1082099253482744,2.7613248865923308,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,49,occ_c1,0.5503696584710668,0.5312124390771693,-0.019157219393897473,0.028473953999260115,2.1082099253482744,2.7613248865923308,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,46,mean,0.6161001196816845,0.6013866565841233,-0.014713463097561275,0.0372846109264402,2.241355110136927,2.760810374966067,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,46,sigmoid,0.6098245377686271,0.5952001381443562,-0.014624399624270867,0.037067987006491276,2.241355110136927,2.760810374966067,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,46,occ_c0,0.5910152448580639,0.5768935132496114,-0.014121731608452537,0.03637258761510842,2.241355110136927,2.760810374966067,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,46,occ_c1,0.5503696584710668,0.5359886509892422,-0.014381007481824581,0.035873480754368914,2.241355110136927,2.760810374966067,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,47,mean,0.6161001196816845,0.6189378938925004,0.00283777421081588,0.037143356928806104,2.6930242156432986,2.80669929028638,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,47,sigmoid,0.6098245377686271,0.6127402270382356,0.0029156892696085013,0.03677580644326517,2.6930242156432986,2.80669929028638,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,47,occ_c0,0.5910152448580639,0.5941445681394086,0.0031293232813447425,0.03555997067850969,2.6930242156432986,2.80669929028638,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,47,occ_c1,0.5503696584710668,0.5535878698650358,0.0032182113939690504,0.034614271875350155,2.6930242156432986,2.80669929028638,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,52,mean,0.6161001196816845,0.5969532236416838,-0.01914689604000075,0.03592988040905798,2.1279358125682193,2.720023396022808,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,52,sigmoid,0.6098245377686271,0.5907698418724999,-0.019054695896127183,0.03579230108648568,2.1279358125682193,2.720023396022808,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,52,occ_c0,0.5910152448580639,0.5725733128059985,-0.018441932052065346,0.03532682863656966,2.1279358125682193,2.720023396022808,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,52,occ_c1,0.5503696584710668,0.5316825604691285,-0.01868709800193824,0.03544852855838221,2.1279358125682193,2.720023396022808,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,53,mean,0.6161001196816845,0.5928891238865128,-0.02321099579517172,0.03815264445265509,1.8903816479301916,2.738354637727758,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,53,sigmoid,0.6098245377686271,0.5867308247620798,-0.02309371300654728,0.03788985736393591,1.8903816479301916,2.738354637727758,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,53,occ_c0,0.5910152448580639,0.5685766961718861,-0.022438548686177784,0.036797277717689925,1.8903816479301916,2.738354637727758,0.25,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0.3_nu0.25,1,known,1000,53,occ_c1,0.5503696584710668,0.527780111796833,-0.02258954667423374,0.03634997515499616,1.8903816479301916,2.738354637727758,0.25,nan,nan,nan,-1,inf,inf,0,0
