config,cid,arm,m,rep,label,I_true_ref,I_hat_ref,ref_err,uniform_err,k_err,r_eff,nu2_used,ci_lo,ci_hi,ci_width,covered,bound,bound_ratio,bound_lt_one,small_pert_ok
ou_alpha0_nu0.25,0,known,25,18,sigmoid,0.26258063840905604,0.286510607468932,0.023929969059875933,0.3432891295781252,12.129414877335705,6.104281694438237,0.25,0.17281127736574795,0.473989538172018,0.3011782608062701,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,18,occ_c0,0.24401651828426504,0.2677904404693244,0.023773922185059332,0.3224644321525474,12.129414877335705,6.104281694438237,0.25,0.15714453464267053,0.43918817605287536,0.2820436414102048,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,18,occ_c1,0.2131886770478779,0.23302359473160447,0.019834917683726583,0.24059267849306876,12.129414877335705,6.104281694438237,0.25,0.1538447975838099,0.36643684549151584,0.21259204790770594,1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,18,mean,0.26799418107294054,0.2913940581830154,0.02339987711007485,0.3486476234475667,12.107260555263647,6.107643697364195,0.2518062715835367,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,18,sigmoid,0.26258063840905604,0.286194450212644,0.02361381180358796,0.3431869664908961,12.107260555263647,6.107643697364195,0.2518062715835367,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,18,occ_c0,0.24401651828426504,0.26750053282582104,0.023484014541555992,0.3223630547143467,12.107260555263647,6.107643697364195,0.2518062715835367,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,18,occ_c1,0.2131886770478779,0.23292361427970193,0.01973493723182404,0.24014837311033133,12.107260555263647,6.107643697364195,0.2518062715835367,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,19,mean,0.26799418107294054,0.16428301898767003,-0.10371116208527051,0.28956645655050467,10.275039161910728,7.795312684344592,0.25,0.07239719333841746,0.48070876572107046,0.40831157238265303,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,19,sigmoid,0.26258063840905604,0.16095760834848624,-0.1016230300605698,0.2833909376884335,10.275039161910728,7.795312684344592,0.25,0.07126357652967075,0.4701232293906329,0.39885965286096214,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,19,occ_c0,0.24401651828426504,0.14830763731566912,-0.09570888096859592,0.2584682502358612,10.275039161910728,7.795312684344592,0.25,0.06596705690513091,0.4309854111823262,0.3650183542771953,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,19,occ_c1,0.2131886770478779,0.127485908927888,-0.08570276811998989,0.1641153823518074,10.275039161910728,7.795312684344592,0.25,0.09096186169039938,0.3408023478260101,0.24984048613561072,1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,19,mean,0.26799418107294054,0.1636400300914087,-0.10435415098153183,0.28698981339444557,10.302944723007272,7.778554730709433,0.2559525505109007,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,19,sigmoid,0.26258063840905604,0.16032955233711615,-0.10225108607193989,0.28085131312189693,10.302944723007272,7.778554730709433,0.2559525505109007,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,19,occ_c0,0.24401651828426504,0.14773337712561932,-0.09628314115864572,0.2561030043778094,10.302944723007272,7.778554730709433,0.2559525505109007,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,19,occ_c1,0.2131886770478779,0.12708073872295053,-0.08610793832492736,0.1622903141273639,10.302944723007272,7.778554730709433,0.2559525505109007,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,2,mean,0.26799418107294054,0.23169931419172607,-0.03629486688121447,0.25106384740353416,9.851844039545623,7.576837197939809,0.25,0.11026325867862664,0.47513730566972234,0.3648740469910957,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,2,sigmoid,0.26258063840905604,0.22694324862443427,-0.035637389784621776,0.24492894268360005,9.851844039545623,7.576837197939809,0.25,0.10777504050957477,0.4645743662714669,0.35679932576189216,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,2,occ_c0,0.24401651828426504,0.2091629063217581,-0.03485361196250694,0.22225861574746897,9.851844039545623,7.576837197939809,0.25,0.09469229359532466,0.4274151431265576,0.33272284953123293,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,2,occ_c1,0.2131886770478779,0.18369971759397422,-0.029488959453903674,0.14478146340264447,9.851844039545623,7.576837197939809,0.25,0.14032801452437604,0.3501886913731456,0.20986067684876958,1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,2,mean,0.26799418107294054,0.23042750789446917,-0.03756667317847137,0.24684648610728474,9.843367769504045,7.5752978295309426,0.24956328161408273,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,2,sigmoid,0.26258063840905604,0.2256936269605875,-0.03688701144846854,0.24079686202440714,9.843367769504045,7.5752978295309426,0.24956328161408273,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,2,occ_c0,0.24401651828426504,0.20799975264290688,-0.03601676564135817,0.2184395657077644,9.843367769504045,7.5752978295309426,0.24956328161408273,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,2,occ_c1,0.2131886770478779,0.1827941927121279,-0.030394484335749983,0.1418439365476139,9.843367769504045,7.5752978295309426,0.24956328161408273,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,3,mean,0.26799418107294054,0.35519105211076046,0.08719687103781992,0.18677452098351136,11.744946751276647,6.362686427015054,0.25,0.22109190823432914,0.5725545781079663,0.35146266987363717,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,3,sigmoid,0.26258063840905604,0.34839614410943726,0.08581550570038121,0.18273960977498888,11.744946751276647,6.362686427015054,0.25,0.21615490545452884,0.5619774840633939,0.345822578608865,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,3,occ_c0,0.24401651828426504,0.32419826254693346,0.08018174426266841,0.16937003102863696,11.744946751276647,6.362686427015054,0.25,0.19496557220759356,0.5257485105941667,0.33078293838657313,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,3,occ_c1,0.2131886770478779,0.26471203645479985,0.05152335940692196,0.1271718007497838,11.744946751276647,6.362686427015054,0.25,0.1771220331414632,0.4259344945007635,0.2488124613593003,1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,3,mean,0.26799418107294054,0.3550583231769224,0.08706414210398183,0.1863666659780131,11.751545924683281,6.356602251778972,0.25558480957803065,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,3,sigmoid,0.26258063840905604,0.3482685272932021,0.08568788888414608,0.1823399384899101,11.751545924683281,6.356602251778972,0.25558480957803065,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,3,occ_c0,0.24401651828426504,0.32409361432224815,0.0800770960379831,0.16899766654485351,11.751545924683281,6.356602251778972,0.25558480957803065,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,3,occ_c1,0.2131886770478779,0.264742890802865,0.051554213754987116,0.12712490491690978,11.751545924683281,6.356602251778972,0.25558480957803065,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,8,mean,0.26799418107294054,0.3875020729976737,0.11950789192473316,0.33686028418348085,9.730246677741649,6.940990478634576,0.25,0.25296641812356463,0.5930196860506434,0.34005326792707874,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,8,sigmoid,0.26258063840905604,0.38093855391237513,0.11835791550331909,0.33181362823245475,9.730246677741649,6.940990478634576,0.25,0.24812198834857013,0.5824932477887864,0.3343712594402163,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,8,occ_c0,0.24401651828426504,0.3585338544615817,0.11451733617731666,0.3148591683978254,9.730246677741649,6.940990478634576,0.25,0.22959237290872647,0.5492209982141745,0.319628625305448,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,8,occ_c1,0.2131886770478779,0.30873278108216246,0.09554410403428457,0.2581855704558504,9.730246677741649,6.940990478634576,0.25,0.20450731443639378,0.4647134966106823,0.2602061821742885,1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,8,mean,0.26799418107294054,0.3869833929080757,0.11898921183513517,0.33644768395183927,9.748977947113326,6.937295532703375,0.2541534628734643,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,8,sigmoid,0.26258063840905604,0.38042838267050527,0.11784774426144923,0.3314001233938193,9.748977947113326,6.937295532703375,0.2541534628734643,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,8,occ_c0,0.24401651828426504,0.3580586663451697,0.11404214806090465,0.31446335035280587,9.748977947113326,6.937295532703375,0.2541534628734643,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,8,occ_c1,0.2131886770478779,0.30837816500281195,0.09518948795493407,0.25771334980015626,9.748977947113326,6.937295532703375,0.2541534628734643,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,9,mean,0.26799418107294054,0.3837955228396595,0.11580134176671897,0.2690904836575617,10.869607901942192,6.67668540361663,0.25,0.1924689409120759,0.6087143599945227,0.41624541908244683,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,9,sigmoid,0.26258063840905604,0.3786181060714447,0.11603746766238865,0.2668239540781373,10.869607901942192,6.67668540361663,0.25,0.18818787595397699,0.600131662986474,0.411943787032497,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,9,occ_c0,0.24401651828426504,0.3593208669825171,0.11530434869825204,0.2574856668615675,10.869607901942192,6.67668540361663,0.25,0.16993322222073412,0.5716620363500573,0.40172881412932315,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,9,occ_c1,0.2131886770478779,0.3078938603321067,0.0947051832842288,0.20796483753583406,10.869607901942192,6.67668540361663,0.25,0.17022476655750202,0.48668470591486507,0.31645993935736305,1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,9,mean,0.26799418107294054,0.3811710931814763,0.11317691210853575,0.2668272826949061,10.895172364008953,6.667467251847487,0.24890462162945493,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,9,sigmoid,0.26258063840905604,0.37602728205699226,0.11344664364793622,0.2645918593674321,10.895172364008953,6.667467251847487,0.24890462162945493,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,9,occ_c0,0.24401651828426504,0.3568586907457679,0.11284217246150288,0.25536876215803717,10.895172364008953,6.667467251847487,0.24890462162945493,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,estimated,25,9,occ_c1,0.2131886770478779,0.3058130618649566,0.09262438481707871,0.20625041132127375,10.895172364008953,6.667467251847487,0.24890462162945493,nan,nan,nan,-1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,44,mean,0.26799418107294054,0.2861101319022519,0.018115950829311334,0.3258101471817432,10.161529704206451,6.767446361306835,0.25,0.1269834850468745,0.5110158277979415,0.384032342751067,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,44,sigmoid,0.26258063840905604,0.28136225617669547,0.018781617767639425,0.32134223994344,10.161529704206451,6.767446361306835,0.25,0.1247177011030205,0.502635720706532,0.37791801960351146,1,inf,inf,0,0
ou_alpha0_nu0.25,0,known,25,44,occ_c0,0.24401651828426504,0.26419076761556115,0.020174249331296107,0.3040703011573539,10.161529704206451,6.767446361306835,0.25,0.11554826524790403,0.47265533613297656,0.35710707088507254,1,inf,inf,0,0
