p,d_obs,n_directions,eps,ceiling_gap,observed_discrepancy,I_plus,I_minus
8,1,26,0.2863151361553656,0.025926058851700465,2.7755575615628914e-17,0.027536029407940546,0.00160997055624008
8,1,26,0.18316318866325906,0.1496817422722504,5.551115123125783e-17,0.616411347620116,0.46672960534786556
8,1,26,0.5367186075315992,0.4905162133982505,5.551115123125783e-17,0.5783588011921541,0.0878425877939036
8,1,26,0.18214300915764806,0.018526885307351696,1.3877787807814457e-17,0.021791680718193072,0.003264795410841375
8,1,26,0.3439774973290861,0.08550932180528054,0.0,0.12419098622600026,0.03868166442071972
8,1,26,0.20090212065564106,0.21925543961334404,2.7755575615628914e-17,0.28562392474585674,0.5048793643592008
8,1,26,0.3191906309325976,0.17855534291569905,1.3877787807814457e-17,0.3115712461291937,0.13301590321349463
8,1,26,0.3730867853457141,0.1609784889145657,6.938893903907228e-17,0.007040099036823297,0.168018587951389
8,1,26,0.6006443634234784,0.34378226930709915,5.551115123125783e-17,0.34989898385742185,0.006116714550322707
8,1,26,0.20294755770329626,0.14898013774674165,1.3877787807814457e-17,0.22577786845548561,0.37475800620222727
8,1,26,0.32825158326895304,0.17878705281743223,0.0,0.10655190350588384,0.2853389563233161
8,1,26,0.35894647971906035,0.15140782406456404,2.7755575615628914e-17,0.06481251084310506,0.2162203349076691
8,1,26,0.4336730854469607,0.2837034022771804,2.7755575615628914e-17,0.3012975882063234,0.017594185929143035
8,1,26,0.5049534756201074,0.3908316971734799,5.551115123125783e-17,0.6108563787102387,0.2200246815367588
8,1,26,0.3061781180398993,0.04811932884772736,5.551115123125783e-17,0.0579660449992253,0.009846716151497934
8,1,26,0.21342721883375151,0.10765173539790074,0.0,0.27779277429895827,0.385444509696859
8,1,26,0.4622837223735017,0.29199751130873564,0.0,0.23190920318989613,0.5239067144986318
8,1,26,0.12324433517663157,0.06658255695407096,2.7755575615628914e-17,0.07361796997150985,0.007035413017438891
8,1,26,0.38523008241906403,0.024786842963244304,1.3877787807814457e-17,0.02641514161017977,0.0016282986469354664
8,1,26,0.31365302495905045,0.054143006027868944,2.7755575615628914e-17,0.005837550397427964,0.059980556425296906
8,1,26,0.35843662779917834,0.20963278625509718,4.163336342344337e-17,0.04438310546777001,0.2540158917228672
8,1,26,0.27679707634144096,0.04798349169227012,0.0,0.011200491936840879,0.059183983629110995
8,1,26,0.26099320312619556,0.06362928706373115,2.7755575615628914e-17,0.0001216433615287484,0.0637509304252599
8,1,26,0.5120795565180623,0.06060845889523417,6.938893903907228e-18,0.06625855290981182,0.0056500940145776495
8,1,26,0.11182916362548491,0.08819454984230571,0.0,0.17072472568292515,0.25891927552523086
8,1,26,0.28463378218450447,0.24685961759403813,1.3877787807814457e-17,0.4402073625439437,0.1933477449499056
8,1,26,0.3725208005216609,0.31158861496887846,5.551115123125783e-17,0.465472517694866,0.15388390272598748
8,1,26,0.39296241644412333,0.030825814328403475,5.551115123125783e-17,0.03161884090254279,0.0007930265741393187
8,1,26,0.2380642067176694,0.1684327463156688,1.3877787807814457e-17,0.11499948044772962,0.2834322267633984
8,1,26,0.1954813971785173,0.43942448524653194,2.7755575615628914e-17,0.3830040260177567,0.8224285112642886
8,1,26,0.31808161156043063,0.11098785976371439,6.938893903907228e-18,0.11106191849544975,7.40587317353505e-05
8,1,26,0.15443339871936487,0.11122521708663191,2.7755575615628914e-17,0.5101278872200479,0.6213531043066798
8,1,26,0.07244868020433114,0.044200203564371016,1.3877787807814457e-17,0.2544672220454673,0.21026701848109627
8,1,26,0.17290088951142032,0.0652585934038526,1.3877787807814457e-17,0.017835793537667538,0.08309438694152013
8,1,26,0.3203607463860872,0.41751300647672196,0.0,0.46870683491688836,0.05119382844016641
8,1,26,0.13202505503605505,0.033324869791193854,2.7755575615628914e-17,0.12044010638290285,0.087115236591709
8,1,26,0.18273085697309513,0.15423807311846072,1.3877787807814457e-17,0.30571825766158206,0.4599563307800428
8,1,26,0.1767228782835254,0.10595487702691908,2.7755575615628914e-17,0.459114606329185,0.5650694833561041
