kernel,label,m,rep,k_error_op,eps_m,I_star,I_true_at_Shat,regret_exhaustive,bound_2eps,slack_exhaustive,bound_holds_exhaustive,eta_hat,n_greedy_actions,greedy_is_optimal,I_true_at_Sgreedy,regret_greedy,eta_bound_rhs,slack_eta,bound_holds_eta,Ihat_at_Shat,Ihat_at_Sgreedy,ceiling_from_designresult
trait_ou,mean,25,66,14.332795868912212,0.18606097905666236,0.6907252995047104,0.6660825106684989,0.024642788836211516,0.3721219581133247,0.3474791692771132,1,1.0,4,1,0.6660825106684989,0.024642788836211516,0.3186033413913857,0.3474791692771132,1,0.7464637088711246,0.7464637088711246,0.7464637088711246
trait_ou,mean,25,67,18.034931885410305,0.2595138900091935,0.6907252995047104,0.6479461964326817,0.0427791030720287,0.519027780018387,0.4762486769463583,1,1.0,4,1,0.6479461964326817,0.0427791030720287,0.1716975194863234,0.4762486769463583,1,0.6365207402911605,0.6365207402911605,0.6365207402911607
trait_ou,mean,25,68,18.72714571322494,0.3017391765453575,0.6907252995047104,0.6495723239803278,0.04115297552438257,0.603478353090715,0.5623253775663324,1,1.0,4,1,0.6495723239803278,0.04115297552438257,0.08724694641399544,0.5623253775663324,1,0.6660680844548258,0.6660680844548258,0.6660680844548258
trait_ou,mean,25,69,14.035172996017376,0.234407396359127,0.6907252995047104,0.591500182701536,0.09922511680317436,0.468814792718254,0.36958967591507963,1,1.0,4,1,0.591500182701536,0.09922511680317436,0.2219105067864564,0.36958967591507963,1,0.7035972895812485,0.7035972895812485,0.7035972895812485
trait_ou,mean,25,70,11.098340619192806,0.18573733952457483,0.6907252995047104,0.6813681950760045,0.009357104428705854,0.37147467904914966,0.3621175746204438,1,1.0,4,1,0.6813681950760045,0.009357104428705854,0.31925062045556074,0.3621175746204438,1,0.7597134347058977,0.7597134347058977,0.7597134347058977
trait_ou,mean,25,71,14.06092122838269,0.16154685464134672,0.6907252995047104,0.6399217220264846,0.050803577478225836,0.32309370928269343,0.2722901318044676,1,1.0,4,1,0.6399217220264846,0.050803577478225836,0.36763159022201697,0.2722901318044676,1,0.7770591238079,0.7770591238079,0.7770591238079
trait_ou,mean,25,72,9.026563518981444,0.17193370606766867,0.6907252995047104,0.6112949247377275,0.07943037476698289,0.34386741213533734,0.26443703736835444,1,1.0,4,1,0.6112949247377275,0.07943037476698289,0.34685788736937306,0.26443703736835444,1,0.759798374843327,0.759798374843327,0.7597983748433271
trait_ou,mean,25,73,11.671501020764715,0.1501762752550273,0.6907252995047104,0.6417635916971364,0.04896170780757403,0.3003525505100546,0.2513908427024806,1,1.0,4,1,0.6417635916971364,0.04896170780757403,0.3903727489946558,0.2513908427024806,1,0.7564372853495551,0.7564372853495551,0.7564372853495551
trait_ou,mean,25,74,11.707097078347328,0.167443687346142,0.6907252995047104,0.6829313360348731,0.007793963469837295,0.334887374692284,0.32709341122244673,1,0.9861512344407632,4,0,0.6144284959961279,0.07629680350858248,0.3485911204441829,0.26583737555194503,1,0.7460957444619752,0.7357632394121771,0.7357632394121771
trait_ou,mean,25,75,13.422241890781855,0.26252232121204994,0.6907252995047104,0.6453756544913476,0.045349645013362805,0.5250446424240999,0.47969499741073707,1,0.9666814528617421,4,0,0.650082525528539,0.04064277397617144,0.15141355596362416,0.4986689695649148,1,0.6448465974796164,0.6233612457245465,0.6233612457245465
