alpha,label,protocol,model,seed_index,seed_key,n_subjects_train,n_subjects_test,n_horizons,r2_total,r2_between,r2_within,within_squared_corr,bayes_r2_total,bayes_r2_between,bayes_r2_within,bayes_within_squared_corr,hyperparameter
0.35,mean,dispersed,gp,6,"[20260802, 777, 6]",2500,5000,2,0.7156967649813948,0.8014218015401804,-0.34635424725885344,0.276108760697025,0.7305559015544992,0.8190928592083638,-0.36633211706392954,0.2853140838771948,reg=1
0.35,mean,dispersed,mlp,6,"[20260802, 777, 6]",2500,5000,2,0.727140446712967,0.8058085794734717,-0.24748229342491945,0.2858787376598931,0.7305559015544992,0.8190928592083638,-0.36633211706392954,0.2853140838771948,weight_decay=0.1
0.35,occupation,same_time,ridge,7,"[20260802, 777, 7]",2500,5000,2,0.34881016321174074,0.45875511085299836,-0.8080244135073316,0.06739676574279982,0.35216555772383795,0.4585839699999308,-0.7675630115436074,0.07158537763545951,cv-alpha
0.35,occupation,same_time,gp,7,"[20260802, 777, 7]",2500,5000,2,0.3466155342645306,0.44974265927910473,-0.7384822949123069,0.06971571934462797,0.35216555772383795,0.4585839699999308,-0.7675630115436074,0.07158537763545951,reg=0.01
0.35,occupation,same_time,mlp,7,"[20260802, 777, 7]",2500,5000,2,0.351364437964765,0.45839175238183894,-0.7747709655014083,0.07215046169506026,0.35216555772383795,0.4585839699999308,-0.7675630115436074,0.07158537763545951,weight_decay=0.1
0.35,occupation,dispersed,ridge,7,"[20260802, 777, 7]",2500,5000,2,0.6973294387977171,0.7918908260088972,-0.2976401773173549,0.22678328460687097,0.7107907757695222,0.8053396614646692,-0.28404730009455403,0.24444603638132092,cv-alpha
0.35,occupation,dispersed,gp,7,"[20260802, 777, 7]",2500,5000,2,0.7044694029375522,0.799494334121039,-0.29537759687271103,0.2415054279406171,0.7107907757695222,0.8053396614646692,-0.28404730009455403,0.24444603638132092,reg=3
0.35,occupation,dispersed,mlp,7,"[20260802, 777, 7]",2500,5000,2,0.70894829304526,0.8035226584292015,-0.286157878676188,0.24011876652735015,0.7107907757695222,0.8053396614646692,-0.28404730009455403,0.24444603638132092,weight_decay=0.01
0.35,mean,same_time,ridge,7,"[20260802, 777, 7]",2500,5000,2,0.37212138162349373,0.47763338273664135,-0.9862254020085268,0.09072408895408834,0.3722614302696051,0.4738125592206045,-0.9350936376801211,0.09072408895408839,cv-alpha
0.35,mean,same_time,gp,7,"[20260802, 777, 7]",2500,5000,2,0.3478690647754048,0.42877057188363044,-0.6936456521485628,0.08376773237371439,0.3722614302696051,0.4738125592206045,-0.9350936376801211,0.09072408895408839,reg=30
