label,budget,method,fold,r2_heldout,selection_score_train,r2_heldout_sd_over_draws,n_test_records,n_train_records,cost_epochs,runtime_s
N3,8,consecutive,4,0.7262485223992592,0.3654712966976377,nan,37,160,8.0,0.0
N3,8,uniform,4,0.8894040481570469,0.4140166050692402,nan,37,160,8.0,0.0
N3,8,random,4,0.7798248694548252,0.41565320411127493,0.08128781847498105,37,160,8.0,0.0
N3,8,imse,4,0.8568661655935934,0.6053407204773249,nan,37,160,8.0,0.05807620900304755
N3,8,kernel_quadrature,4,0.7631605345731949,0.7224813886994196,nan,37,160,8.0,0.05858062500192318
N3,8,label_aware,4,0.5828901892547893,0.7799888836100238,nan,37,160,8.0,0.05360274999839021
N3,16,consecutive,4,0.7129555939607922,0.41766331612087626,nan,37,160,16.0,0.0
N3,16,uniform,4,0.8533183392653634,0.6752909491082697,nan,37,160,16.0,0.0
N3,16,random,4,0.8224305716107319,0.6496798140019973,0.0646033882884418,37,160,16.0,0.0
N3,16,imse,4,0.8621209915921056,0.7608905428733728,nan,37,160,16.0,0.05807620900304755
N3,16,kernel_quadrature,4,0.8428280165718008,0.8434598326809446,nan,37,160,16.0,0.05858062500192318
N3,16,label_aware,4,0.807185992277994,0.9308961363730162,nan,37,160,16.0,0.041702583999722265
N3,32,consecutive,4,0.8530125150628708,0.5887799166976558,nan,37,160,32.0,0.0
N3,32,uniform,4,0.9284592592387848,0.8656903730747817,nan,37,160,32.0,0.0
N3,32,random,4,0.8731651026951835,0.8391388214976351,0.03028400649596931,37,160,32.0,0.0
N3,32,imse,4,0.927940224747585,0.9079879030353786,nan,37,160,32.0,0.05807620900304755
N3,32,kernel_quadrature,4,0.880713731579943,0.9458820098492358,nan,37,160,32.0,0.05858062500192318
N3,32,label_aware,4,0.8761563877915699,0.9775877106778202,nan,37,160,32.0,0.004889125004410744
N3,64,consecutive,4,0.9267772267114287,0.9021737058591417,nan,37,160,64.0,0.0
N3,64,uniform,4,0.9641341117269037,0.963857963908205,nan,37,160,64.0,0.0
N3,64,random,4,0.9270024910714454,0.943497337312091,0.022981011045266838,37,160,64.0,0.0
N3,64,imse,4,0.9585999513990799,0.9728655558673488,nan,37,160,64.0,0.05807620900304755
N3,64,kernel_quadrature,4,0.9421492287314934,0.9771972151118149,nan,37,160,64.0,0.05858062500192318
N3,64,label_aware,4,0.910745520641797,0.9918933229260923,nan,37,160,64.0,0.013162082999770064
wake,4,consecutive,0,0.9701085288749386,0.04151380027687664,nan,42,155,4.0,0.0
wake,4,uniform,0,0.9628387538629417,0.3308454849112354,nan,42,155,4.0,0.0
wake,4,random,0,0.9728887896740328,0.1723623504147465,0.0031485959770124862,42,155,4.0,0.0
wake,4,imse,0,0.9737169281531479,0.2252453849125591,nan,42,155,4.0,0.05514837500231806
wake,4,kernel_quadrature,0,0.9748356365168911,0.39115192539673216,nan,42,155,4.0,0.050989041999855544
wake,4,label_aware,0,0.9728408114734365,0.4179534595835418,nan,42,155,4.0,0.016518374999577645
wake,8,consecutive,0,0.9702377168004586,0.0749082329720824,nan,42,155,8.0,0.0
wake,8,uniform,0,0.9683597691147964,0.36661652551371826,nan,42,155,8.0,0.0
wake,8,random,0,0.9746592182504384,0.30958640829186834,0.003366409633115374,42,155,8.0,0.0
wake,8,imse,0,0.9809637984814293,0.4807915538364694,nan,42,155,8.0,0.05514837500231806
wake,8,kernel_quadrature,0,0.9768877094602224,0.5546951606920373,nan,42,155,8.0,0.050989041999855544
wake,8,label_aware,0,0.974331506371586,0.6843709318904252,nan,42,155,8.0,0.039193083001009654
wake,16,consecutive,0,0.969713826108328,0.1773873676366889,nan,42,155,16.0,0.0
wake,16,uniform,0,0.9768900800878467,0.5741169896314992,nan,42,155,16.0,0.0
wake,16,random,0,0.9772378624078872,0.538649251936716,0.0068394359981101965,42,155,16.0,0.0
wake,16,imse,0,0.9824934607521744,0.6686214202371865,nan,42,155,16.0,0.05514837500231806
wake,16,kernel_quadrature,0,0.9827212914383971,0.8179756052022825,nan,42,155,16.0,0.050989041999855544
wake,16,label_aware,0,0.9730323408389995,0.8683725507917103,nan,42,155,16.0,0.12177012500615092
wake,32,consecutive,0,0.9731431033217673,0.2867361292806834,nan,42,155,32.0,0.0
wake,32,uniform,0,0.9875027305373032,0.8732269183709911,nan,42,155,32.0,0.0
wake,32,random,0,0.9840936350668485,0.746663120008231,0.003314947354450394,42,155,32.0,0.0
wake,32,imse,0,0.9901064118036622,0.8765979256957553,nan,42,155,32.0,0.05514837500231806
wake,32,kernel_quadrature,0,0.992955244793126,0.9258792716345002,nan,42,155,32.0,0.050989041999855544
wake,32,label_aware,0,0.977471625793589,0.9541947979821545,nan,42,155,32.0,0.3697622079998837
wake,64,consecutive,0,0.9894967619166524,0.7691355383348066,nan,42,155,64.0,0.0
wake,64,uniform,0,0.9950063757353265,0.9612963943797409,nan,42,155,64.0,0.0
wake,64,random,0,0.9917796636680556,0.9286447045342076,0.0019177770468589044,42,155,64.0,0.0
wake,64,imse,0,0.9918579038059677,0.9497690393799609,nan,42,155,64.0,0.05514837500231806
wake,64,kernel_quadrature,0,0.9942854070785101,0.971606878930713,nan,42,155,64.0,0.050989041999855544
wake,64,label_aware,0,0.9892648845481946,0.9890317466288997,nan,42,155,64.0,0.22217524999723537
wake,4,consecutive,1,0.9713942892904704,0.032242950368349205,nan,41,156,4.0,0.0
wake,4,uniform,1,0.9758646303836805,0.2762130014950692,nan,41,156,4.0,0.0
wake,4,random,1,0.9746161939494475,0.17496790027089298,0.003097563456207066,41,156,4.0,0.0
wake,4,imse,1,0.9771265157779714,0.28632371559515196,nan,41,156,4.0,0.05132600000069942
wake,4,kernel_quadrature,1,0.9741529760799373,0.39140611240791806,nan,41,156,4.0,0.04886258400074439
wake,4,label_aware,1,0.9630613252891856,0.44667176636699674,nan,41,156,4.0,0.02463841599819716
wake,8,consecutive,1,0.9717486425362255,0.06107427931586228,nan,41,156,8.0,0.0
wake,8,uniform,1,0.9795217119355557,0.3141087868911374,nan,41,156,8.0,0.0
wake,8,random,1,0.976139176831861,0.29696358480215734,0.003900812995700205,41,156,8.0,0.0
wake,8,imse,1,0.9771275540052005,0.5108054786696603,nan,41,156,8.0,0.05132600000069942
wake,8,kernel_quadrature,1,0.9769717006464319,0.611268070995587,nan,41,156,8.0,0.04886258400074439
wake,8,label_aware,1,0.9740732015867603,0.6443642136411625,nan,41,156,8.0,0.015791792000527494
wake,16,consecutive,1,0.9731022471145585,0.14946289885469816,nan,41,156,16.0,0.0
wake,16,uniform,1,0.9745412962278859,0.5949168431086418,nan,41,156,16.0,0.0
wake,16,random,1,0.9814936016399779,0.5287239074680472,0.0038850655704353344,41,156,16.0,0.0
wake,16,imse,1,0.9873745555336331,0.727548840183303,nan,41,156,16.0,0.05132600000069942
wake,16,kernel_quadrature,1,0.9820231250431015,0.7950061220887187,nan,41,156,16.0,0.04886258400074439
wake,16,label_aware,1,0.9873869999080137,0.8310836518622399,nan,41,156,16.0,0.14513554100267356
wake,32,consecutive,1,0.9731478600301385,0.28452152830641597,nan,41,156,32.0,0.0
wake,32,uniform,1,0.9886799301364626,0.8769477212783661,nan,41,156,32.0,0.0
wake,32,random,1,0.9869171790435874,0.754788877417567,0.002788403019761995,41,156,32.0,0.0
wake,32,imse,1,0.9906549869306713,0.8762562891014458,nan,41,156,32.0,0.05132600000069942
wake,32,kernel_quadrature,1,0.9898707106172167,0.90105708158519,nan,41,156,32.0,0.04886258400074439
wake,32,label_aware,1,0.9927666307442511,0.9452612325680072,nan,41,156,32.0,0.12519808299839497
wake,64,consecutive,1,0.9884501308588328,0.7923169719759283,nan,41,156,64.0,0.0
wake,64,uniform,1,0.9959899466588966,0.961053947345317,nan,41,156,64.0,0.0
wake,64,random,1,0.9927399034796058,0.930756240962552,0.0018783279390773501,41,156,64.0,0.0
wake,64,imse,1,0.9971617294722492,0.9471902992606634,nan,41,156,64.0,0.05132600000069942
wake,64,kernel_quadrature,1,0.9959785530902115,0.9621470989273322,nan,41,156,64.0,0.04886258400074439
wake,64,label_aware,1,0.9951252532526391,0.9848150294882415,nan,41,156,64.0,0.6882862499987823
wake,4,consecutive,2,0.8945557290190128,0.05029084978573128,nan,40,157,4.0,0.0
wake,4,uniform,2,0.9240707047698812,0.21045182013787797,nan,40,157,4.0,0.0
wake,4,random,2,0.9112738764593938,0.1534994616190336,0.010632003372685644,40,157,4.0,0.0
wake,4,imse,2,0.9253456915297921,0.15080627186733125,nan,40,157,4.0,0.0544984999942244
wake,4,kernel_quadrature,2,0.898701945583643,0.31911564620019645,nan,40,157,4.0,0.06105808300344506
wake,4,label_aware,2,0.9142787206685139,0.38071424204802956,nan,40,157,4.0,0.02160833300149534
wake,8,consecutive,2,0.8914148941095316,0.12021936445354277,nan,40,157,8.0,0.0
wake,8,uniform,2,0.9273784720514945,0.2822940667217535,nan,40,157,8.0,0.0
wake,8,random,2,0.9261426811954889,0.27461827932564076,0.009465299572474549,40,157,8.0,0.0
wake,8,imse,2,0.9368783422538663,0.47825304925856665,nan,40,157,8.0,0.0544984999942244
wake,8,kernel_quadrature,2,0.9289109167168612,0.5147122582641376,nan,40,157,8.0,0.06105808300344506
wake,8,label_aware,2,0.9297351105351862,0.5942861228290385,nan,40,157,8.0,0.03166012500150828
wake,16,consecutive,2,0.897226346350421,0.1682731836490627,nan,40,157,16.0,0.0
wake,16,uniform,2,0.948618272342866,0.445760296172316,nan,40,157,16.0,0.0
wake,16,random,2,0.9406614643560427,0.4637041630220722,0.011841948277770326,40,157,16.0,0.0
wake,16,imse,2,0.9595111023648984,0.7200933656968395,nan,40,157,16.0,0.0544984999942244
wake,16,kernel_quadrature,2,0.9571204781343152,0.7900529925405744,nan,40,157,16.0,0.06105808300344506
wake,16,label_aware,2,0.9549369924381436,0.8065825576951,nan,40,157,16.0,0.11547329199675005
wake,32,consecutive,2,0.9033766976871408,0.28187445208273404,nan,40,157,32.0,0.0
wake,32,uniform,2,0.9832756811009733,0.8117649742542105,nan,40,157,32.0,0.0
wake,32,random,2,0.9638124764190164,0.7073273860372588,0.009693969405780486,40,157,32.0,0.0
wake,32,imse,2,0.9711055686848994,0.8532523115060828,nan,40,157,32.0,0.0544984999942244
wake,32,kernel_quadrature,2,0.9720001721217548,0.9135392300668661,nan,40,157,32.0,0.06105808300344506
wake,32,label_aware,2,0.9731138202701267,0.922191766757605,nan,40,157,32.0,0.5008382920059375
wake,64,consecutive,2,0.9556875700121237,0.7992094394227256,nan,40,157,64.0,0.0
wake,64,uniform,2,0.9905541721144986,0.9507157864400266,nan,40,157,64.0,0.0
wake,64,random,2,0.9834737054494775,0.9090321901129998,0.0047044898308262065,40,157,64.0,0.0
wake,64,imse,2,0.9893907124568165,0.9406143719149614,nan,40,157,64.0,0.0544984999942244
wake,64,kernel_quadrature,2,0.9833732324608389,0.9563812224560558,nan,40,157,64.0,0.06105808300344506
wake,64,label_aware,2,0.983734083034313,0.98170659550428,nan,40,157,64.0,0.10796712499723071
wake,4,consecutive,3,0.9196069767325634,0.053363703462613654,nan,37,160,4.0,0.0
wake,4,uniform,3,0.9477653633406197,0.22886871104962253,nan,37,160,4.0,0.0
wake,4,random,3,0.9309650078016045,0.17515628331946892,0.006940513686238771,37,160,4.0,0.0
wake,4,imse,3,0.9221171844856673,0.25918136127998626,nan,37,160,4.0,0.049831582997285295
wake,4,kernel_quadrature,3,0.9063006115353166,0.4023965355339176,nan,37,160,4.0,0.05294258399953833
wake,4,label_aware,3,0.9074379957418959,0.500533569783733,nan,37,160,4.0,0.013945291997515596
wake,8,consecutive,3,0.9206455682324922,0.07744649650281335,nan,37,160,8.0,0.0
wake,8,uniform,3,0.9509548997367785,0.28877005852168347,nan,37,160,8.0,0.0
wake,8,random,3,0.9396048967378275,0.3147986511785185,0.012056834282546428,37,160,8.0,0.0
wake,8,imse,3,0.940632758725183,0.3834249392708998,nan,37,160,8.0,0.049831582997285295
wake,8,kernel_quadrature,3,0.9107697663157222,0.5835928127534121,nan,37,160,8.0,0.05294258399953833
wake,8,label_aware,3,0.9318294155692611,0.6965390945109013,nan,37,160,8.0,0.03418604200123809
wake,16,consecutive,3,0.920839508230717,0.16579835007745908,nan,37,160,16.0,0.0
wake,16,uniform,3,0.9599471751778644,0.5254535801227067,nan,37,160,16.0,0.0
wake,16,random,3,0.9487596328081424,0.4926173378397499,0.009567694924270074,37,160,16.0,0.0
wake,16,imse,3,0.9588397464337655,0.6586955787693808,nan,37,160,16.0,0.049831582997285295
wake,16,kernel_quadrature,3,0.9536358793004321,0.7753556898978741,nan,37,160,16.0,0.05294258399953833
wake,16,label_aware,3,0.9627000575246577,0.8532709695883852,nan,37,160,16.0,0.22263179199944716
wake,32,consecutive,3,0.9127481278125151,0.30662134544921893,nan,37,160,32.0,0.0
wake,32,uniform,3,0.9884385127441271,0.8289188440993812,nan,37,160,32.0,0.0
wake,32,random,3,0.9690483928847657,0.76071662790481,0.008267177840420185,37,160,32.0,0.0
wake,32,imse,3,0.9568101094532451,0.7945301943499814,nan,37,160,32.0,0.049831582997285295
wake,32,kernel_quadrature,3,0.9773017820070923,0.8781623747505833,nan,37,160,32.0,0.05294258399953833
wake,32,label_aware,3,0.9709678473841391,0.9414024765929166,nan,37,160,32.0,0.3168786669994006
wake,64,consecutive,3,0.9596099101203235,0.8051868225756285,nan,37,160,64.0,0.0
wake,64,uniform,3,0.9939731392669625,0.9511759353504021,nan,37,160,64.0,0.0
wake,64,random,3,0.9849162206135169,0.9086632726375153,0.004043786556747796,37,160,64.0,0.0
wake,64,imse,3,0.9847763827936118,0.9511115891275228,nan,37,160,64.0,0.049831582997285295
wake,64,kernel_quadrature,3,0.9876656081412258,0.9516647112988921,nan,37,160,64.0,0.05294258399953833
wake,64,label_aware,3,0.9871728842612615,0.9829624100883273,nan,37,160,64.0,0.4047102500044275
wake,4,consecutive,4,0.9609342859959825,0.0436896713524695,nan,37,160,4.0,0.0
wake,4,uniform,4,0.9726751199960096,0.2486153684906481,nan,37,160,4.0,0.0
wake,4,random,4,0.9621042007166034,0.18588992161332557,0.006069173246211928,37,160,4.0,0.0
wake,4,imse,4,0.964363187230831,0.27863483663122485,nan,37,160,4.0,0.05396825000207173
wake,4,kernel_quadrature,4,0.9634695276661085,0.43058311284747486,nan,37,160,4.0,0.05179816699819639
wake,4,label_aware,4,0.9549459293474971,0.5034531973040164,nan,37,160,4.0,0.01582158300152514
wake,8,consecutive,4,0.9623066945981442,0.059600293271113526,nan,37,160,8.0,0.0
wake,8,uniform,4,0.9684418393145492,0.3371476373086545,nan,37,160,8.0,0.0
wake,8,random,4,0.9666755726557275,0.3306339922451851,0.004301077996325572,37,160,8.0,0.0
wake,8,imse,4,0.968970494376398,0.46703264635035563,nan,37,160,8.0,0.05396825000207173
wake,8,kernel_quadrature,4,0.9585421323880494,0.6119805617644646,nan,37,160,8.0,0.05179816699819639
wake,8,label_aware,4,0.9591678104530378,0.679653803185926,nan,37,160,8.0,0.03328454199800035
wake,16,consecutive,4,0.9613738433883611,0.17548959911499043,nan,37,160,16.0,0.0
wake,16,uniform,4,0.9576131976612913,0.6117101911707685,nan,37,160,16.0,0.0
wake,16,random,4,0.9729782636767211,0.5360137378560321,0.005526599638608267,37,160,16.0,0.0
wake,16,imse,4,0.9850085937624148,0.6919337874765842,nan,37,160,16.0,0.05396825000207173
wake,16,kernel_quadrature,4,0.9726524391010073,0.7964289748179242,nan,37,160,16.0,0.05179816699819639
wake,16,label_aware,4,0.9759954385976234,0.838561611404621,nan,37,160,16.0,0.10549470900150482
wake,32,consecutive,4,0.960733707900547,0.27451502694973257,nan,37,160,32.0,0.0
wake,32,uniform,4,0.9880244786284498,0.8537284759002082,nan,37,160,32.0,0.0
wake,32,random,4,0.9827473539308993,0.7784533543039519,0.004000441321628256,37,160,32.0,0.0
wake,32,imse,4,0.9879756599602402,0.8289540004611479,nan,37,160,32.0,0.05396825000207173
wake,32,kernel_quadrature,4,0.9795036468847605,0.9046032411652891,nan,37,160,32.0,0.05179816699819639
wake,32,label_aware,4,0.9833728052413354,0.9488419003703812,nan,37,160,32.0,0.41872479199810186
wake,64,consecutive,4,0.9866895355040758,0.7834265325754227,nan,37,160,64.0,0.0
wake,64,uniform,4,0.9953038232068744,0.9576736295339846,nan,37,160,64.0,0.0
wake,64,random,4,0.9899070317534902,0.918563649554167,0.002380675250900748,37,160,64.0,0.0
wake,64,imse,4,0.9924925573482306,0.9473879957204352,nan,37,160,64.0,0.05396825000207173
wake,64,kernel_quadrature,4,0.9886130595537514,0.9611549014590329,nan,37,160,64.0,0.05179816699819639
wake,64,label_aware,4,0.993853371432375,0.9823157114764776,nan,37,160,64.0,0.510678333004762
