label,budget,method,fold,r2_heldout,selection_score_train,r2_heldout_sd_over_draws,n_test_records,n_train_records,cost_epochs,runtime_s
REM,32,label_aware,2,0.429674590144706,0.9260027787572273,nan,40,157,32.0,0.114016667001124
REM,64,consecutive,2,0.5265111871262262,0.8866660593782757,nan,40,157,64.0,0.0
REM,64,uniform,2,0.6778325847213654,0.911435914734525,nan,40,157,64.0,0.0
REM,64,random,2,0.6129595179339109,0.862149486827413,0.11948972755648249,40,157,64.0,0.0
REM,64,imse,2,0.8265101850540777,0.9501266907676978,nan,40,157,64.0,0.06326275000174064
REM,64,kernel_quadrature,2,0.7769856486246571,0.957676378795719,nan,40,157,64.0,0.06494158299756236
REM,64,label_aware,2,0.7624629642236074,0.974299330445797,nan,40,157,64.0,1.3839089999964926
REM,4,consecutive,3,0.5764930168373807,0.06820112474970867,nan,37,160,4.0,0.0
REM,4,uniform,3,0.6917818399669504,0.11272960280075954,nan,37,160,4.0,0.0
REM,4,random,3,0.6223218171792932,0.12311264786841995,0.07143489768707738,37,160,4.0,0.0
REM,4,imse,3,0.6362299625908556,0.26363225802934054,nan,37,160,4.0,0.06304900000395719
REM,4,kernel_quadrature,3,0.3761604135191208,0.39165041030854886,nan,37,160,4.0,0.05903250000119442
REM,4,label_aware,3,0.5037777604718818,0.4152479533422836,nan,37,160,4.0,0.01163408299908042
REM,8,consecutive,3,0.5604722840556757,0.11260482450803559,nan,37,160,8.0,0.0
REM,8,uniform,3,0.42581368965296085,0.29188445388130063,nan,37,160,8.0,0.0
REM,8,random,3,0.634693107842925,0.22998967425012914,0.06695713582391875,37,160,8.0,0.0
REM,8,imse,3,0.5465292264642431,0.473802373291738,nan,37,160,8.0,0.06304900000395719
REM,8,kernel_quadrature,3,0.25871368852670684,0.5359881607923701,nan,37,160,8.0,0.05903250000119442
REM,8,label_aware,3,0.5374753195799715,0.6239008309452532,nan,37,160,8.0,0.01731433399982052
REM,16,consecutive,3,0.5692875378311402,0.18682564836273186,nan,37,160,16.0,0.0
REM,16,uniform,3,0.5776645606998162,0.5076759474256048,nan,37,160,16.0,0.0
REM,16,random,3,0.6518225634029938,0.4555635141641365,0.060677313661615814,37,160,16.0,0.0
REM,16,imse,3,0.6723593186072383,0.6280312871944825,nan,37,160,16.0,0.06304900000395719
REM,16,kernel_quadrature,3,0.2334296926481313,0.7705456569721296,nan,37,160,16.0,0.05903250000119442
REM,16,label_aware,3,0.6279590866196945,0.7883088557186543,nan,37,160,16.0,0.018364957999438047
REM,32,consecutive,3,0.6104340348302388,0.5229923832969008,nan,37,160,32.0,0.0
REM,32,uniform,3,0.6210074595163331,0.7712262060581788,nan,37,160,32.0,0.0
