family,family_title,label,method,objective_F,ceiling_I,relative_efficiency,cost,n_actions,times,widths,segments,runtime_s,n_evaluations,n_candidates,budget
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",two_sided_c1.2,dispersed,0.0035980537207539725,0.22599679288871147,0.9597632374967981,4.0,4,1.250;3.750;6.250;8.750,0;0;0;0,1;1;1;1,0.0,1,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",two_sided_c1.2,random,0.0036914240380069604,0.23186146137002447,0.9846693130942611,4.0,4,2.955;4.591;6.227;8.682,0;0;0;0,1;1;1;1,0.02002912500029197,20,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",two_sided_c1.2,mutual_information,0.003102333545381868,0.19486019001974453,0.8275323045167554,4.0,4,0.500;4.591;7.045;9.500,0;0;0;0,1;1;1;1,0.00038745799975004047,42,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",two_sided_c1.2,imse,0.0037232697270247793,0.23386171599208447,0.9931639949317665,4.0,4,2.136;4.591;6.227;7.864,0;0;0;0,1;1;1;1,0.0005296660019666888,42,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",two_sided_c1.2,linear_target,0.003666275285704969,0.23028184699889392,0.9779610063813455,4.0,4,2.136;4.591;7.045;8.682,0;0;0;0,1;1;1;1,0.005394082996645011,119,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",two_sided_c1.2,kernel_quadrature,0.0037232697270247793,0.23386171599208447,0.9931639949317665,4.0,4,2.136;4.591;6.227;7.864,0;0;0;0,1;1;1;1,0.0006265839983825572,42,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",two_sided_c1.2,label_aware_greedy,0.0037488972073344037,0.23547139967367778,1.0000000000000002,4.0,4,2.136;3.773;5.409;7.045,0;0;0;0,1;1;1;1,0.039083959003619384,42,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",two_sided_c1.2,label_aware,0.0037488972073344037,0.23547139967367778,1.0000000000000002,4.0,4,2.136;3.773;5.409;7.045,0;0;0;0,1;1;1;1,0.0740250000017113,74,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",two_sided_c1.2,exhaustive,0.0037488972073344033,0.23547139967367775,1.0,4.0,4,2.136;3.773;5.409;7.045,0;0;0;0,1;1;1;1,0.4964179999951739,495,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,same_time,0.0033753430543727123,0.19212985941895186,0.3649951995023107,4.0,1,5.000,0,4,0.0,1,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,uniform,0.006601629000292119,0.37577515272678547,0.7138719991380742,4.0,4,0.039;3.346;6.654;9.961,0;0;0;0,1;1;1;1,0.0,1,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,dispersed,0.009214010544622835,0.5244760375777929,0.9963637955538158,4.0,4,1.250;3.750;6.250;8.750,0;0;0;0,1;1;1;1,0.0,1,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,random,0.008911608045936312,0.5072628095815118,0.9636632793218154,4.0,4,2.955;4.591;6.227;8.682,0;0;0;0,1;1;1;1,0.010342916000809055,20,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,mutual_information,0.007779379587286542,0.4428145768874444,0.8412289236163424,4.0,4,0.500;4.591;7.045;9.500,0;0;0;0,1;1;1;1,0.00038745799975004047,42,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,imse,0.009135367522619172,0.5199995525158462,0.9878596746264614,4.0,4,2.136;4.591;6.227;7.864,0;0;0;0,1;1;1;1,0.0005296660019666888,42,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,linear_target,0.009195206517786545,0.5234056826614576,0.9943304083051727,4.0,4,2.136;4.591;7.045;8.682,0;0;0;0,1;1;1;1,0.005394082996645011,119,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,kernel_quadrature,0.009135367522619172,0.5199995525158462,0.9878596746264614,4.0,4,2.136;4.591;6.227;7.864,0;0;0;0,1;1;1;1,0.0006265839983825572,42,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,label_aware_greedy,0.009135367522619172,0.5199995525158462,0.9878596746264614,4.0,4,2.136;3.773;5.409;7.864,0;0;0;0,1;1;1;1,0.02363929099374218,42,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,label_aware,0.009195206517786544,0.5234056826614575,0.9943304083051725,4.0,4,1.318;2.955;5.409;7.864,0;0;0;0,1;1;1;1,0.05946758299978683,111,12,4.0
i_stationary_matern32,"(i) stationary Matern-3/2, uniform weights",sigmoid,exhaustive,0.009247636842827419,0.5263900995983799,1.0,4.0,4,1.318;3.773;6.227;8.682,0;0;0;0,1;1;1;1,0.2569399159983732,495,12,4.0
ii_nonstationary,(ii) non-stationary correlation time,mean,same_time,0.147078231972665,0.45216330557120776,0.5598972931527901,4.0,1,5.000,0,4,0.0,1,12,4.0
ii_nonstationary,(ii) non-stationary correlation time,mean,uniform,0.23339214988105977,0.7175185924468015,0.8884770452353695,4.0,4,0.039;3.346;6.654;9.961,0;0;0;0,1;1;1;1,0.0,1,12,4.0
ii_nonstationary,(ii) non-stationary correlation time,mean,dispersed,0.260353751465356,0.8004067719709818,0.9911144480899062,4.0,4,1.250;3.750;6.250;8.750,0;0;0;0,1;1;1;1,0.0,1,12,4.0
ii_nonstationary,(ii) non-stationary correlation time,mean,random,0.24814745484594813,0.7628808964271427,0.9446475281047879,4.0,4,3.773;4.591;7.045;9.500,0;0;0;0,1;1;1;1,0.001177957994514145,20,12,4.0
ii_nonstationary,(ii) non-stationary correlation time,mean,mutual_information,0.24173099935765302,0.743154756911288,0.9202213706010759,4.0,4,0.500;2.955;5.409;9.500,0;0;0;0,1;1;1;1,0.0003589160041883588,42,12,4.0
