repeat,fold,label_model,method,n_windows,width_minutes,total_minutes,n_train,n_test,ceiling_train,ceiling_test
1,1,indicator_linear,contiguous,1,15.0,15.0,67,17,0.7408857859958732,0.6801580947536189
1,1,indicator_linear,dispersed,1,15.0,15.0,67,17,0.7408857859958732,0.6801580947536189
1,1,indicator_linear,uniform,1,15.0,15.0,67,17,0.6912908498732141,0.5193207076039404
1,1,indicator_linear,random,1,15.0,15.0,67,17,0.9255708668352755,0.6753756881521593
1,1,indicator_linear,label_aware,1,15.0,15.0,67,17,0.9260609792345906,0.4609687762606852
1,1,indicator_linear,mutual_information,1,15.0,15.0,67,17,0.6912908498732141,0.5193207076039404
1,1,indicator_linear,imse,1,15.0,15.0,67,17,0.9260206627814522,0.661946273650736
1,1,indicator_linear,kernel_quadrature,1,15.0,15.0,67,17,0.9260609792345906,0.4609687762606852
1,1,indicator_linear,contiguous,2,15.0,30.0,67,17,0.7459412897499266,0.6801580947536189
1,1,indicator_linear,dispersed,2,15.0,30.0,67,17,0.9471988608316289,0.8555430950526518
1,1,indicator_linear,uniform,2,15.0,30.0,67,17,0.9424802327685186,0.7609349798434264
1,1,indicator_linear,random,2,15.0,30.0,67,17,0.956595237656166,0.9202288247455823
1,1,indicator_linear,label_aware,2,15.0,30.0,67,17,0.9740618923846798,0.793674172616737
1,1,indicator_linear,mutual_information,2,15.0,30.0,67,17,0.88435884236736,0.789521643834911
1,1,indicator_linear,imse,2,15.0,30.0,67,17,0.9740618923846798,0.793674172616737
1,1,indicator_linear,kernel_quadrature,2,15.0,30.0,67,17,0.9734232743203108,0.7710108334614497
1,1,indicator_linear,contiguous,4,15.0,60.0,67,17,0.7758255324719013,0.8424045983096584
1,1,indicator_linear,dispersed,4,15.0,60.0,67,17,0.9918758679688934,0.9834858941843956
1,1,indicator_linear,uniform,4,15.0,60.0,67,17,0.9758022095682359,0.9712541036255296
1,1,indicator_linear,random,4,15.0,60.0,67,17,0.9886070802507456,0.9766474723079476
1,1,indicator_linear,label_aware,4,15.0,60.0,67,17,0.9944460770565101,0.9731332133148346
1,1,indicator_linear,mutual_information,4,15.0,60.0,67,17,0.9659822319797845,0.9097569640425393
1,1,indicator_linear,imse,4,15.0,60.0,67,17,0.9900785320121576,0.9780952077278711
1,1,indicator_linear,kernel_quadrature,4,15.0,60.0,67,17,0.9934141851728356,0.9750378588583182
1,1,indicator_linear,contiguous,8,15.0,120.0,67,17,0.8293644161566666,0.8474204717919002
1,1,indicator_linear,dispersed,8,15.0,120.0,67,17,0.9968583484779793,0.9991840587553242
1,1,indicator_linear,uniform,8,15.0,120.0,67,17,0.993909366187653,0.9907715612141644
1,1,indicator_linear,random,8,15.0,120.0,67,17,0.9960923336243284,0.9887094349934461
1,1,indicator_linear,label_aware,8,15.0,120.0,67,17,0.9987687462842819,0.9884933967965295
1,1,indicator_linear,mutual_information,8,15.0,120.0,67,17,0.9931049510248411,0.9752900811417955
1,1,indicator_linear,imse,8,15.0,120.0,67,17,0.9972295545705274,0.9989470087540405
1,1,indicator_linear,kernel_quadrature,8,15.0,120.0,67,17,0.9987209649154295,0.9898072522232058
1,1,indicator_linear,contiguous,16,15.0,240.0,67,17,0.9402701195822536,0.9761727651664901
1,1,indicator_linear,dispersed,16,15.0,240.0,67,17,0.9993710043339677,0.9999999994222519
1,1,indicator_linear,uniform,16,15.0,240.0,67,17,0.9992222866431066,0.9999934418309693
1,1,indicator_linear,random,16,15.0,240.0,67,17,0.9984993232548781,0.9999231810704142
1,1,indicator_linear,label_aware,16,15.0,240.0,67,17,0.9997786942373859,0.9999999985155646
1,1,indicator_linear,mutual_information,16,15.0,240.0,67,17,0.9989812925357732,0.9997750301804611
1,1,indicator_linear,imse,16,15.0,240.0,67,17,0.9997470522385198,0.9999999975172653
1,1,indicator_linear,kernel_quadrature,16,15.0,240.0,67,17,0.9998257122464113,0.9999999996642526
1,1,indicator_linear,contiguous,32,15.0,480.0,67,17,0.9927021843296161,0.9975038204328742
1,1,indicator_linear,dispersed,32,15.0,480.0,67,17,0.9999898793041766,0.9999999994654616
1,1,indicator_linear,uniform,32,15.0,480.0,67,17,0.9999531773375033,0.9999999997849388
1,1,indicator_linear,random,32,15.0,480.0,67,17,0.9999847099683167,1.0
1,1,indicator_linear,label_aware,32,15.0,480.0,67,17,0.9999711746484743,0.9999999999409789
1,1,indicator_linear,mutual_information,32,15.0,480.0,67,17,0.9999877926521031,0.9999999999109581
1,1,indicator_linear,imse,32,15.0,480.0,67,17,0.9999849060929343,0.9999999999527361
1,1,indicator_linear,kernel_quadrature,32,15.0,480.0,67,17,0.9999858214363938,0.9999999999701854
1,2,indicator_linear,contiguous,1,15.0,15.0,67,17,0.6637716049615577,0.9462398478407518
1,2,indicator_linear,dispersed,1,15.0,15.0,67,17,0.6637716049615577,0.9462398478407518
1,2,indicator_linear,uniform,1,15.0,15.0,67,17,0.6061312152897499,0.8692122727712678
1,2,indicator_linear,random,1,15.0,15.0,67,17,0.864999843631351,0.9566235880745
1,2,indicator_linear,label_aware,1,15.0,15.0,67,17,0.864999843631351,0.9566235880745
1,2,indicator_linear,mutual_information,1,15.0,15.0,67,17,0.6061312152897499,0.8692122727712678
1,2,indicator_linear,imse,1,15.0,15.0,67,17,0.864999843631351,0.9566235880745
1,2,indicator_linear,kernel_quadrature,1,15.0,15.0,67,17,0.864999843631351,0.9566235880745
1,2,indicator_linear,contiguous,2,15.0,30.0,67,17,0.6731986237425829,0.9484559140118669
1,2,indicator_linear,dispersed,2,15.0,30.0,67,17,0.9294416699390659,0.9451358569264061
1,2,indicator_linear,uniform,2,15.0,30.0,67,17,0.8794811545134642,0.96149474562527
1,2,indicator_linear,random,2,15.0,30.0,67,17,0.9453209599177108,0.9672021389448113
1,2,indicator_linear,label_aware,2,15.0,30.0,67,17,0.9595500938088769,0.9584126036421589
1,2,indicator_linear,mutual_information,2,15.0,30.0,67,17,0.8384539186868316,0.9537587349963292
1,2,indicator_linear,imse,2,15.0,30.0,67,17,0.9484227133652556,0.9671948707171402
1,2,indicator_linear,kernel_quadrature,2,15.0,30.0,67,17,0.9595500938088769,0.9584126036421589
1,2,indicator_linear,contiguous,4,15.0,60.0,67,17,0.7009795025665803,0.9670156069190347
1,2,indicator_linear,dispersed,4,15.0,60.0,67,17,0.9855025516627453,0.9964549383343557
1,2,indicator_linear,uniform,4,15.0,60.0,67,17,0.970819520035658,0.9891450847536358
1,2,indicator_linear,random,4,15.0,60.0,67,17,0.9770835637501978,0.9815268109622917
1,2,indicator_linear,label_aware,4,15.0,60.0,67,17,0.9900238125142184,0.9968800776698484
1,2,indicator_linear,mutual_information,4,15.0,60.0,67,17,0.9404342169913438,0.9854244972091959
1,2,indicator_linear,imse,4,15.0,60.0,67,17,0.9841606086708924,0.9945782316415437
1,2,indicator_linear,kernel_quadrature,4,15.0,60.0,67,17,0.9896852479437594,0.996682855669599
1,2,indicator_linear,contiguous,8,15.0,120.0,67,17,0.7948371744097726,0.9720626021540791
1,2,indicator_linear,dispersed,8,15.0,120.0,67,17,0.9958777989698477,0.9992190112846293
1,2,indicator_linear,uniform,8,15.0,120.0,67,17,0.9925261925258804,0.9976478435828322
1,2,indicator_linear,random,8,15.0,120.0,67,17,0.9950645123444279,0.9982407351045857
1,2,indicator_linear,label_aware,8,15.0,120.0,67,17,0.9980720329638533,0.9991769344247347
1,2,indicator_linear,mutual_information,8,15.0,120.0,67,17,0.9897300763837524,0.9997815757229761
1,2,indicator_linear,imse,8,15.0,120.0,67,17,0.9968569512369831,0.9978981585343225
1,2,indicator_linear,kernel_quadrature,8,15.0,120.0,67,17,0.9977919488263255,0.9989428690440465
1,2,indicator_linear,contiguous,16,15.0,240.0,67,17,0.9162390253752662,0.9741053942220657
1,2,indicator_linear,dispersed,16,15.0,240.0,67,17,0.9994501368655164,0.9999999520539451
1,2,indicator_linear,uniform,16,15.0,240.0,67,17,0.9991112142080341,0.9999999514372597
1,2,indicator_linear,random,16,15.0,240.0,67,17,0.9988401625756967,0.9999999452599675
1,2,indicator_linear,label_aware,16,15.0,240.0,67,17,0.9997340563615713,0.9999999524024652
1,2,indicator_linear,mutual_information,16,15.0,240.0,67,17,0.9991544003657723,0.9999999507742667
1,2,indicator_linear,imse,16,15.0,240.0,67,17,0.999461513889652,0.9995728529582858
1,2,indicator_linear,kernel_quadrature,16,15.0,240.0,67,17,0.9996740894187699,1.0
1,2,indicator_linear,contiguous,32,15.0,480.0,67,17,0.9874021425098664,0.9994833575747
1,2,indicator_linear,dispersed,32,15.0,480.0,67,17,0.9999858963135213,1.0
1,2,indicator_linear,uniform,32,15.0,480.0,67,17,0.9999523018463933,1.0
1,2,indicator_linear,random,32,15.0,480.0,67,17,0.999879258994418,1.0
1,2,indicator_linear,label_aware,32,15.0,480.0,67,17,0.9999713357827029,1.0
1,2,indicator_linear,mutual_information,32,15.0,480.0,67,17,0.9999531263794808,1.0
1,2,indicator_linear,imse,32,15.0,480.0,67,17,0.9999840423787548,0.9999999999885334
1,2,indicator_linear,kernel_quadrature,32,15.0,480.0,67,17,0.9999897739475533,1.0
1,3,indicator_linear,contiguous,1,15.0,15.0,67,17,0.6970812143787666,0.8352703066104081
1,3,indicator_linear,dispersed,1,15.0,15.0,67,17,0.6970812143787666,0.8352703066104081
1,3,indicator_linear,uniform,1,15.0,15.0,67,17,0.7147115390582924,0.43782173260438695
1,3,indicator_linear,random,1,15.0,15.0,67,17,0.9447177911844438,0.6751631987518568
1,3,indicator_linear,label_aware,1,15.0,15.0,67,17,0.9447177911844438,0.6751631987518568
1,3,indicator_linear,mutual_information,1,15.0,15.0,67,17,0.7147115390582924,0.43782173260438695
1,3,indicator_linear,imse,1,15.0,15.0,67,17,0.9447177911844438,0.6751631987518568
1,3,indicator_linear,kernel_quadrature,1,15.0,15.0,67,17,0.9447177911844438,0.6751631987518568
1,3,indicator_linear,contiguous,2,15.0,30.0,67,17,0.7024270472094649,0.8450942539127081
1,3,indicator_linear,dispersed,2,15.0,30.0,67,17,0.9273466470687827,0.9427532589528563
1,3,indicator_linear,uniform,2,15.0,30.0,67,17,0.9052659103497801,0.9086090622067091
1,3,indicator_linear,random,2,15.0,30.0,67,17,0.9538928905960989,0.9565333155621233
1,3,indicator_linear,label_aware,2,15.0,30.0,67,17,0.9731307006969689,0.9611737410576656
1,3,indicator_linear,mutual_information,2,15.0,30.0,67,17,0.8669897450280676,0.9128962818050271
1,3,indicator_linear,imse,2,15.0,30.0,67,17,0.970622004244217,0.9641501609152479
1,3,indicator_linear,kernel_quadrature,2,15.0,30.0,67,17,0.9731307006969689,0.9611737410576656
1,3,indicator_linear,contiguous,4,15.0,60.0,67,17,0.7376422335509233,0.8506643504536823
1,3,indicator_linear,dispersed,4,15.0,60.0,67,17,0.9858490509140999,0.9915715023840841
1,3,indicator_linear,uniform,4,15.0,60.0,67,17,0.9764888285587194,0.9812479929015824
1,3,indicator_linear,random,4,15.0,60.0,67,17,0.9815514129731712,0.9799577946712227
1,3,indicator_linear,label_aware,4,15.0,60.0,67,17,0.9899918005732599,0.9922604259543693
1,3,indicator_linear,mutual_information,4,15.0,60.0,67,17,0.9806805534678751,0.9803055608153097
1,3,indicator_linear,imse,4,15.0,60.0,67,17,0.9871086306694531,0.9863047771942105
1,3,indicator_linear,kernel_quadrature,4,15.0,60.0,67,17,0.9877664332114363,0.9855681509551838
1,3,indicator_linear,contiguous,8,15.0,120.0,67,17,0.8097380806925465,0.9673634172352198
1,3,indicator_linear,dispersed,8,15.0,120.0,67,17,0.996708520272677,0.9998970145827542
1,3,indicator_linear,uniform,8,15.0,120.0,67,17,0.992448034784022,0.9998070843386753
1,3,indicator_linear,random,8,15.0,120.0,67,17,0.995201336880328,0.998760305165966
1,3,indicator_linear,label_aware,8,15.0,120.0,67,17,0.9975668171836423,0.9996008491368165
1,3,indicator_linear,mutual_information,8,15.0,120.0,67,17,0.9928891293257376,0.9991209348654246
1,3,indicator_linear,imse,8,15.0,120.0,67,17,0.9954947476646048,0.9998645502496932
1,3,indicator_linear,kernel_quadrature,8,15.0,120.0,67,17,0.9969289677216172,0.9999281531910508
1,3,indicator_linear,contiguous,16,15.0,240.0,67,17,0.9198983442161568,0.9693392011461857
1,3,indicator_linear,dispersed,16,15.0,240.0,67,17,0.9995184907102925,0.9999506120320126
1,3,indicator_linear,uniform,16,15.0,240.0,67,17,0.9991846857031055,0.9999999727444309
1,3,indicator_linear,random,16,15.0,240.0,67,17,0.9981915925671874,0.9999999724719303
1,3,indicator_linear,label_aware,16,15.0,240.0,67,17,0.9997542560026073,0.9999506169200265
1,3,indicator_linear,mutual_information,16,15.0,240.0,67,17,0.9987489962423034,0.9999999948648897
1,3,indicator_linear,imse,16,15.0,240.0,67,17,0.9994270152134473,0.999999971118446
1,3,indicator_linear,kernel_quadrature,16,15.0,240.0,67,17,0.9996758338920123,0.999950612128838
1,3,indicator_linear,contiguous,32,15.0,480.0,67,17,0.9900016895604048,0.999950594726216
1,3,indicator_linear,dispersed,32,15.0,480.0,67,17,0.9999870109035409,0.9999999995564712
1,3,indicator_linear,uniform,32,15.0,480.0,67,17,0.9999412447571757,0.9999999962346678
1,3,indicator_linear,random,32,15.0,480.0,67,17,0.9999789485765254,0.9999999965001478
1,3,indicator_linear,label_aware,32,15.0,480.0,67,17,0.9999820863700368,0.9999999967102223
1,3,indicator_linear,mutual_information,32,15.0,480.0,67,17,0.9999625739545336,0.9999999948693787
1,3,indicator_linear,imse,32,15.0,480.0,67,17,0.9999702596410883,0.9999999956500321
1,3,indicator_linear,kernel_quadrature,32,15.0,480.0,67,17,0.9999838465032639,0.9999999940165284
1,4,indicator_linear,contiguous,1,15.0,15.0,68,16,0.6714196673828358,0.9568666954294459
1,4,indicator_linear,dispersed,1,15.0,15.0,68,16,0.6714196673828358,0.9568666954294459
1,4,indicator_linear,uniform,1,15.0,15.0,68,16,0.583201610207532,0.9819759162332141
1,4,indicator_linear,random,1,15.0,15.0,68,16,0.8618394754491487,0.9609732661133443
1,4,indicator_linear,label_aware,1,15.0,15.0,68,16,0.8618394754491487,0.9609732661133443
1,4,indicator_linear,mutual_information,1,15.0,15.0,68,16,0.583201610207532,0.9819759162332141
1,4,indicator_linear,imse,1,15.0,15.0,68,16,0.8618394754491487,0.9609732661133443
1,4,indicator_linear,kernel_quadrature,1,15.0,15.0,68,16,0.8618394754491487,0.9609732661133443
1,4,indicator_linear,contiguous,2,15.0,30.0,68,16,0.6766541120923817,0.9641336456812749
1,4,indicator_linear,dispersed,2,15.0,30.0,68,16,0.9218694799213369,0.983679529309688
1,4,indicator_linear,uniform,2,15.0,30.0,68,16,0.8779120843474466,0.9827299007607447
1,4,indicator_linear,random,2,15.0,30.0,68,16,0.9408707827760543,0.998070002505362
1,4,indicator_linear,label_aware,2,15.0,30.0,68,16,0.9506604264728975,0.9990263005464657
1,4,indicator_linear,mutual_information,2,15.0,30.0,68,16,0.8386322987528427,0.9825799740682024
1,4,indicator_linear,imse,2,15.0,30.0,68,16,0.9439919648231769,0.9980974525562009
1,4,indicator_linear,kernel_quadrature,2,15.0,30.0,68,16,0.9506604264728975,0.9990263005464657
1,4,indicator_linear,contiguous,4,15.0,60.0,68,16,0.7515209808910757,0.9661061001145347
1,4,indicator_linear,dispersed,4,15.0,60.0,68,16,0.9844865463325342,0.9995388803331621
1,4,indicator_linear,uniform,4,15.0,60.0,68,16,0.9707609945335691,0.9835222683592995
1,4,indicator_linear,random,4,15.0,60.0,68,16,0.9769058482619696,0.9928406574661535
1,4,indicator_linear,label_aware,4,15.0,60.0,68,16,0.9887651883060372,0.9992975202512915
1,4,indicator_linear,mutual_information,4,15.0,60.0,68,16,0.9726219894684607,0.999011809746741
1,4,indicator_linear,imse,4,15.0,60.0,68,16,0.9826592886000273,0.998099473624174
1,4,indicator_linear,kernel_quadrature,4,15.0,60.0,68,16,0.9886524101202333,0.9992975202513907
1,4,indicator_linear,contiguous,8,15.0,120.0,68,16,0.8023915605970465,0.9674998403736343
1,4,indicator_linear,dispersed,8,15.0,120.0,68,16,0.9959220024824481,0.9999621530302555
1,4,indicator_linear,uniform,8,15.0,120.0,68,16,0.9907548804633638,0.9995406146167412
1,4,indicator_linear,random,8,15.0,120.0,68,16,0.9941540915504082,0.9998900303954306
1,4,indicator_linear,label_aware,8,15.0,120.0,68,16,0.9970242571538982,0.9993352612623462
1,4,indicator_linear,mutual_information,8,15.0,120.0,68,16,0.9933072285665485,0.9993203999146159
1,4,indicator_linear,imse,8,15.0,120.0,68,16,0.9946165711841515,0.9993513802056959
1,4,indicator_linear,kernel_quadrature,8,15.0,120.0,68,16,0.9962602066336871,0.9993110003022916
1,4,indicator_linear,contiguous,16,15.0,240.0,68,16,0.9166439611056848,0.9851893866736022
1,4,indicator_linear,dispersed,16,15.0,240.0,68,16,0.9994194673135598,0.9999999999662534
1,4,indicator_linear,uniform,16,15.0,240.0,68,16,0.9991735502542914,0.9999484387093728
1,4,indicator_linear,random,16,15.0,240.0,68,16,0.9986105992354419,0.9999999545451685
1,4,indicator_linear,label_aware,16,15.0,240.0,68,16,0.9997500628634899,0.9999999918035626
1,4,indicator_linear,mutual_information,16,15.0,240.0,68,16,0.9984232646957762,0.9999484389886094
1,4,indicator_linear,imse,16,15.0,240.0,68,16,0.9995001564695297,0.9999600263796192
1,4,indicator_linear,kernel_quadrature,16,15.0,240.0,68,16,0.9995035175579697,0.9999999916677407
1,4,indicator_linear,contiguous,32,15.0,480.0,68,16,0.988761267598046,0.9877086491287954
1,4,indicator_linear,dispersed,32,15.0,480.0,68,16,0.9999827157537997,1.0
1,4,indicator_linear,uniform,32,15.0,480.0,68,16,0.9998017244350307,0.9999999544847349
1,4,indicator_linear,random,32,15.0,480.0,68,16,0.9999560531918625,1.0
1,4,indicator_linear,label_aware,32,15.0,480.0,68,16,0.9999614582956312,0.9999999998732975
1,4,indicator_linear,mutual_information,32,15.0,480.0,68,16,0.9999884207605936,0.999999999088334
1,4,indicator_linear,imse,32,15.0,480.0,68,16,0.9999657614248794,1.0
1,4,indicator_linear,kernel_quadrature,32,15.0,480.0,68,16,0.9999724865673939,0.9999999916050137
2,0,indicator_linear,contiguous,1,15.0,15.0,67,17,0.774149065165954,0.5178128968382678
2,0,indicator_linear,dispersed,1,15.0,15.0,67,17,0.774149065165954,0.5178128968382678
2,0,indicator_linear,uniform,1,15.0,15.0,67,17,0.7098360756554526,0.4540402627727434
2,0,indicator_linear,random,1,15.0,15.0,67,17,0.8649288088046001,0.8216243374115529
2,0,indicator_linear,label_aware,1,15.0,15.0,67,17,0.8770300849265418,0.900190790171348
2,0,indicator_linear,mutual_information,1,15.0,15.0,67,17,0.7098360756554526,0.4540402627727434
2,0,indicator_linear,imse,1,15.0,15.0,67,17,0.8770300849265418,0.900190790171348
2,0,indicator_linear,kernel_quadrature,1,15.0,15.0,67,17,0.8770300849265418,0.900190790171348
2,0,indicator_linear,contiguous,2,15.0,30.0,67,17,0.7860046703186502,0.5516720508351427
2,0,indicator_linear,dispersed,2,15.0,30.0,67,17,0.9315453026794007,0.9441708727309069
2,0,indicator_linear,uniform,2,15.0,30.0,67,17,0.9034964186129206,0.9227425430595195
2,0,indicator_linear,random,2,15.0,30.0,67,17,0.9532177067643509,0.9308782716079207
2,0,indicator_linear,label_aware,2,15.0,30.0,67,17,0.9576803065539669,0.9382185411665476
2,0,indicator_linear,mutual_information,2,15.0,30.0,67,17,0.8754202509200826,0.9362100116593789
2,0,indicator_linear,imse,2,15.0,30.0,67,17,0.9576803065539669,0.9382185411665476
2,0,indicator_linear,kernel_quadrature,2,15.0,30.0,67,17,0.9576803065539669,0.9382185411665476
2,0,indicator_linear,contiguous,4,15.0,60.0,67,17,0.8244296767771155,0.7237609791564718
2,0,indicator_linear,dispersed,4,15.0,60.0,67,17,0.9909870833051166,0.9738806792542141
2,0,indicator_linear,uniform,4,15.0,60.0,67,17,0.9746227463552977,0.9773579340336346
2,0,indicator_linear,random,4,15.0,60.0,67,17,0.9855699029783078,0.9774677276157053
2,0,indicator_linear,label_aware,4,15.0,60.0,67,17,0.9929188899064968,0.9814319403692242
2,0,indicator_linear,mutual_information,4,15.0,60.0,67,17,0.9774472024142815,0.9774662873135324
2,0,indicator_linear,imse,4,15.0,60.0,67,17,0.9888896840051797,0.9511201290257603
2,0,indicator_linear,kernel_quadrature,4,15.0,60.0,67,17,0.992593746633591,0.9806298532401312
2,0,indicator_linear,contiguous,8,15.0,120.0,67,17,0.882604536022019,0.8831479391526099
2,0,indicator_linear,dispersed,8,15.0,120.0,67,17,0.9967366348460054,0.9971060785797677
2,0,indicator_linear,uniform,8,15.0,120.0,67,17,0.9942180983057471,0.9912647117622306
2,0,indicator_linear,random,8,15.0,120.0,67,17,0.996754246062516,0.9947002490109401
2,0,indicator_linear,label_aware,8,15.0,120.0,67,17,0.9987421423962717,0.990107099364585
2,0,indicator_linear,mutual_information,8,15.0,120.0,67,17,0.9947821650704988,0.997171681291799
2,0,indicator_linear,imse,8,15.0,120.0,67,17,0.9969274920509107,0.9958957207297906
2,0,indicator_linear,kernel_quadrature,8,15.0,120.0,67,17,0.9986968111075106,0.9947878927207336
2,0,indicator_linear,contiguous,16,15.0,240.0,67,17,0.9434988678834504,0.9920734937560826
2,0,indicator_linear,dispersed,16,15.0,240.0,67,17,0.9996592385456828,0.999999971653671
2,0,indicator_linear,uniform,16,15.0,240.0,67,17,0.9994410966152834,0.9999998679840819
2,0,indicator_linear,random,16,15.0,240.0,67,17,0.9992089998775754,0.9999878309128626
2,0,indicator_linear,label_aware,16,15.0,240.0,67,17,0.9998293317359207,0.9999999997753793
2,0,indicator_linear,mutual_information,16,15.0,240.0,67,17,0.9989021805074394,0.9999999752423882
2,0,indicator_linear,imse,16,15.0,240.0,67,17,0.9995793388277174,0.9999999551635949
2,0,indicator_linear,kernel_quadrature,16,15.0,240.0,67,17,0.9997329341532836,0.9999993475011897
2,0,indicator_linear,contiguous,32,15.0,480.0,67,17,0.9920100949687529,0.9945915224949415
2,0,indicator_linear,dispersed,32,15.0,480.0,67,17,0.999993471638226,0.9999999989533315
2,0,indicator_linear,uniform,32,15.0,480.0,67,17,0.9999849054003118,0.9999999782222215
2,0,indicator_linear,random,32,15.0,480.0,67,17,0.9999750545417385,0.9999999999830611
2,0,indicator_linear,label_aware,32,15.0,480.0,67,17,0.9999715369907396,0.9999999998992064
2,0,indicator_linear,mutual_information,32,15.0,480.0,67,17,0.9999903964941548,0.9999999740566952
2,0,indicator_linear,imse,32,15.0,480.0,67,17,0.9999920838738805,0.9999999999952217
2,0,indicator_linear,kernel_quadrature,32,15.0,480.0,67,17,0.9999747312983736,1.0
2,1,indicator_linear,contiguous,1,15.0,15.0,67,17,0.7687580643302863,0.5696658617593873
2,1,indicator_linear,dispersed,1,15.0,15.0,67,17,0.7687580643302863,0.5696658617593873
2,1,indicator_linear,uniform,1,15.0,15.0,67,17,0.5938139177354252,0.9138644696304368
2,1,indicator_linear,random,1,15.0,15.0,67,17,0.8898773203215985,0.7992660855039944
2,1,indicator_linear,label_aware,1,15.0,15.0,67,17,0.8901970293082123,0.7843382017833979
2,1,indicator_linear,mutual_information,1,15.0,15.0,67,17,0.5938139177354252,0.9138644696304368
2,1,indicator_linear,imse,1,15.0,15.0,67,17,0.8901970293082123,0.7843382017833979
2,1,indicator_linear,kernel_quadrature,1,15.0,15.0,67,17,0.8901970293082123,0.7843382017833979
2,1,indicator_linear,contiguous,2,15.0,30.0,67,17,0.7692630747827843,0.669279847631816
2,1,indicator_linear,dispersed,2,15.0,30.0,67,17,0.9332894608296022,0.9196858066119481
2,1,indicator_linear,uniform,2,15.0,30.0,67,17,0.8897378866304197,0.9717010012484908
2,1,indicator_linear,random,2,15.0,30.0,67,17,0.9555077731289543,0.9200298189598373
2,1,indicator_linear,label_aware,2,15.0,30.0,67,17,0.9599055526935671,0.9473587025676251
2,1,indicator_linear,mutual_information,2,15.0,30.0,67,17,0.8568397912708479,0.9140490083684202
2,1,indicator_linear,imse,2,15.0,30.0,67,17,0.9599055526935671,0.9473587025676251
2,1,indicator_linear,kernel_quadrature,2,15.0,30.0,67,17,0.9599055526935671,0.9473587025676251
2,1,indicator_linear,contiguous,4,15.0,60.0,67,17,0.7708194606400183,0.8863339968514559
2,1,indicator_linear,dispersed,4,15.0,60.0,67,17,0.9878930173228179,0.9930704313737196
2,1,indicator_linear,uniform,4,15.0,60.0,67,17,0.9727848977986648,0.9844973303539859
2,1,indicator_linear,random,4,15.0,60.0,67,17,0.9804477386545085,0.9735388466421437
2,1,indicator_linear,label_aware,4,15.0,60.0,67,17,0.9927253613058225,0.9774821396354012
2,1,indicator_linear,mutual_information,4,15.0,60.0,67,17,0.9328484198963514,0.9627673694911516
2,1,indicator_linear,imse,4,15.0,60.0,67,17,0.9826985182526738,0.9871405495344123
2,1,indicator_linear,kernel_quadrature,4,15.0,60.0,67,17,0.9890497152642586,0.9775670176012495
2,1,indicator_linear,contiguous,8,15.0,120.0,67,17,0.8430956562506858,0.9977243872929983
2,1,indicator_linear,dispersed,8,15.0,120.0,67,17,0.9964122204628267,0.9983157510356666
2,1,indicator_linear,uniform,8,15.0,120.0,67,17,0.9924389983918629,0.9972695470043998
2,1,indicator_linear,random,8,15.0,120.0,67,17,0.9961075315252392,0.9970371722749771
2,1,indicator_linear,label_aware,8,15.0,120.0,67,17,0.997773111027984,0.9972535851893802
2,1,indicator_linear,mutual_information,8,15.0,120.0,67,17,0.9940025413100515,0.9976210412509667
2,1,indicator_linear,imse,8,15.0,120.0,67,17,0.9964854885191033,0.9985062132080031
2,1,indicator_linear,kernel_quadrature,8,15.0,120.0,67,17,0.9977367315256642,0.9990141156443657
2,1,indicator_linear,contiguous,16,15.0,240.0,67,17,0.9184513435890335,0.9977243777061986
2,1,indicator_linear,dispersed,16,15.0,240.0,67,17,0.9995175035620545,0.9999999378104184
2,1,indicator_linear,uniform,16,15.0,240.0,67,17,0.9993128907309731,0.9999999625007858
2,1,indicator_linear,random,16,15.0,240.0,67,17,0.9986805635849745,0.9999999391193605
2,1,indicator_linear,label_aware,16,15.0,240.0,67,17,0.9998132884156417,0.9999999385693494
2,1,indicator_linear,mutual_information,16,15.0,240.0,67,17,0.9983674749201197,0.9999999386945931
2,1,indicator_linear,imse,16,15.0,240.0,67,17,0.9993858159911191,0.9999999990339702
2,1,indicator_linear,kernel_quadrature,16,15.0,240.0,67,17,0.9996796552806152,0.999999938178613
2,1,indicator_linear,contiguous,32,15.0,480.0,67,17,0.9898613031073895,0.9979519142826908
2,1,indicator_linear,dispersed,32,15.0,480.0,67,17,0.9999856826822138,1.0
2,1,indicator_linear,uniform,32,15.0,480.0,67,17,0.999878972607197,0.9999999996563248
2,1,indicator_linear,random,32,15.0,480.0,67,17,0.9999355649899541,0.9999999978055812
2,1,indicator_linear,label_aware,32,15.0,480.0,67,17,0.9999810063779662,0.9999999994907837
2,1,indicator_linear,mutual_information,32,15.0,480.0,67,17,0.9999926021478671,0.9999999401452666
2,1,indicator_linear,imse,32,15.0,480.0,67,17,0.999987210487115,0.9999999979865566
2,1,indicator_linear,kernel_quadrature,32,15.0,480.0,67,17,0.9999887934853219,0.9999999973802258
2,2,indicator_linear,contiguous,1,15.0,15.0,67,17,0.694361270197348,0.8359455619104446
2,2,indicator_linear,dispersed,1,15.0,15.0,67,17,0.694361270197348,0.8359455619104446
2,2,indicator_linear,uniform,1,15.0,15.0,67,17,0.6531136681144503,0.6672788547063772
2,2,indicator_linear,random,1,15.0,15.0,67,17,0.8790605897763376,0.8354688576539583
2,2,indicator_linear,label_aware,1,15.0,15.0,67,17,0.8883280639294308,0.8363121255444927
