cohort,label_model,p,method,n_windows,width_minutes,total_minutes,resolution_limited,ceiling
mixed,indicator_linear,128,uniform,16,1.0,16.0,1,0.994934105268652
mixed,indicator_linear,128,random,16,1.0,16.0,1,0.9956635847973163
mixed,indicator_linear,128,label_aware,16,1.0,16.0,1,0.9993291273322891
mixed,indicator_linear,128,mutual_information,16,1.0,16.0,1,0.9932480495918752
mixed,indicator_linear,128,imse,16,1.0,16.0,1,0.9979859224029748
mixed,indicator_linear,128,kernel_quadrature,16,1.0,16.0,1,0.9987607850643934
mixed,indicator_linear,128,contiguous,32,1.0,32.0,1,0.4364893570464915
mixed,indicator_linear,128,contiguous_block,32,1.0,32.0,1,0.2483855090093438
mixed,indicator_linear,128,dispersed,32,1.0,32.0,1,1.0
mixed,indicator_linear,128,uniform,32,1.0,32.0,1,0.9999999999984343
mixed,indicator_linear,128,random,32,1.0,32.0,1,0.9999999999990467
mixed,indicator_linear,128,label_aware,32,1.0,32.0,1,1.0
mixed,indicator_linear,128,mutual_information,32,1.0,32.0,1,0.9999999999993917
mixed,indicator_linear,128,imse,32,1.0,32.0,1,0.9998725213373356
mixed,indicator_linear,128,kernel_quadrature,32,1.0,32.0,1,0.9999999987893402
mixed,indicator_linear,128,contiguous,1,5.0,5.0,1,0.25109498404442
mixed,indicator_linear,128,contiguous_block,1,5.0,5.0,1,0.25109498404442
mixed,indicator_linear,128,dispersed,1,5.0,5.0,1,0.25109498404442
mixed,indicator_linear,128,uniform,1,5.0,5.0,1,0.2155158471218842
mixed,indicator_linear,128,random,1,5.0,5.0,1,0.5740735655745943
mixed,indicator_linear,128,label_aware,1,5.0,5.0,1,0.6405824927916873
mixed,indicator_linear,128,mutual_information,1,5.0,5.0,1,0.2155158471218842
mixed,indicator_linear,128,imse,1,5.0,5.0,1,0.6041303971779987
mixed,indicator_linear,128,kernel_quadrature,1,5.0,5.0,1,0.6405824927916873
mixed,indicator_linear,128,contiguous,2,5.0,10.0,1,0.2548072977048105
mixed,indicator_linear,128,contiguous_block,2,5.0,10.0,1,0.25109498404442
mixed,indicator_linear,128,dispersed,2,5.0,10.0,1,0.7605136602803901
mixed,indicator_linear,128,uniform,2,5.0,10.0,1,0.6211782296772821
mixed,indicator_linear,128,random,2,5.0,10.0,1,0.7975267645119715
mixed,indicator_linear,128,label_aware,2,5.0,10.0,1,0.8715983528527558
mixed,indicator_linear,128,mutual_information,2,5.0,10.0,1,0.4841874351622588
mixed,indicator_linear,128,imse,2,5.0,10.0,1,0.8128271405468792
mixed,indicator_linear,128,kernel_quadrature,2,5.0,10.0,1,0.8715983528527558
mixed,indicator_linear,128,contiguous,4,5.0,20.0,1,0.2548072977048128
mixed,indicator_linear,128,contiguous_block,4,5.0,20.0,1,0.2483855090093438
mixed,indicator_linear,128,dispersed,4,5.0,20.0,1,0.936328689689203
mixed,indicator_linear,128,uniform,4,5.0,20.0,1,0.8847246851754997
mixed,indicator_linear,128,random,4,5.0,20.0,1,0.8962181264619554
mixed,indicator_linear,128,label_aware,4,5.0,20.0,1,0.9688113475091064
mixed,indicator_linear,128,mutual_information,4,5.0,20.0,1,0.7859550113493504
mixed,indicator_linear,128,imse,4,5.0,20.0,1,0.9073153343724151
mixed,indicator_linear,128,kernel_quadrature,4,5.0,20.0,1,0.9651975304052999
mixed,indicator_linear,128,contiguous,8,5.0,40.0,1,0.43648935704650055
mixed,indicator_linear,128,contiguous_block,8,5.0,40.0,1,0.2732867867885053
mixed,indicator_linear,128,dispersed,8,5.0,40.0,1,0.985040672774669
mixed,indicator_linear,128,uniform,8,5.0,40.0,1,0.9705871355860718
mixed,indicator_linear,128,random,8,5.0,40.0,1,0.9722545329022019
mixed,indicator_linear,128,label_aware,8,5.0,40.0,1,0.9927250470875386
mixed,indicator_linear,128,mutual_information,8,5.0,40.0,1,0.960795740621509
mixed,indicator_linear,128,imse,8,5.0,40.0,1,0.9783238937668751
mixed,indicator_linear,128,kernel_quadrature,8,5.0,40.0,1,0.9899279187923348
mixed,indicator_linear,128,contiguous,16,5.0,80.0,1,0.6023169768663917
mixed,indicator_linear,128,contiguous_block,16,5.0,80.0,1,0.3099269321184537
mixed,indicator_linear,128,dispersed,16,5.0,80.0,1,0.9939978120894319
mixed,indicator_linear,128,uniform,16,5.0,80.0,1,0.994934105268652
mixed,indicator_linear,128,random,16,5.0,80.0,1,0.9956635847973163
mixed,indicator_linear,128,label_aware,16,5.0,80.0,1,0.9993291273322891
mixed,indicator_linear,128,mutual_information,16,5.0,80.0,1,0.9932480495918752
mixed,indicator_linear,128,imse,16,5.0,80.0,1,0.9979859224029748
mixed,indicator_linear,128,kernel_quadrature,16,5.0,80.0,1,0.9987607850643934
mixed,indicator_linear,128,contiguous,32,5.0,160.0,1,0.746177474052651
mixed,indicator_linear,128,contiguous_block,32,5.0,160.0,1,0.35796527283864427
mixed,indicator_linear,128,dispersed,32,5.0,160.0,1,1.0
mixed,indicator_linear,128,uniform,32,5.0,160.0,1,0.9999999999984343
mixed,indicator_linear,128,random,32,5.0,160.0,1,0.9999999999990467
mixed,indicator_linear,128,label_aware,32,5.0,160.0,1,1.0
mixed,indicator_linear,128,mutual_information,32,5.0,160.0,1,0.9999999999993917
mixed,indicator_linear,128,imse,32,5.0,160.0,1,0.9998725213373356
mixed,indicator_linear,128,kernel_quadrature,32,5.0,160.0,1,0.9999999987893402
mixed,indicator_linear,128,contiguous,1,15.0,15.0,0,0.2483855090093438
mixed,indicator_linear,128,contiguous_block,1,15.0,15.0,0,0.2483855090093438
mixed,indicator_linear,128,dispersed,1,15.0,15.0,0,0.2483855090093438
mixed,indicator_linear,128,uniform,1,15.0,15.0,0,0.2155158471218842
mixed,indicator_linear,128,random,1,15.0,15.0,0,0.5740735655745943
mixed,indicator_linear,128,label_aware,1,15.0,15.0,0,0.6455978136440257
mixed,indicator_linear,128,mutual_information,1,15.0,15.0,0,0.2155158471218842
mixed,indicator_linear,128,imse,1,15.0,15.0,0,0.6041303971779987
mixed,indicator_linear,128,kernel_quadrature,1,15.0,15.0,0,0.6455978136440257
mixed,indicator_linear,128,contiguous,2,15.0,30.0,0,0.2548072977048105
mixed,indicator_linear,128,contiguous_block,2,15.0,30.0,0,0.2483855090093438
mixed,indicator_linear,128,dispersed,2,15.0,30.0,0,0.7405959470474224
mixed,indicator_linear,128,uniform,2,15.0,30.0,0,0.6211782296772821
mixed,indicator_linear,128,random,2,15.0,30.0,0,0.8132196920738006
mixed,indicator_linear,128,label_aware,2,15.0,30.0,0,0.8704017946198496
mixed,indicator_linear,128,mutual_information,2,15.0,30.0,0,0.4841874351622588
mixed,indicator_linear,128,imse,2,15.0,30.0,0,0.826266185052766
mixed,indicator_linear,128,kernel_quadrature,2,15.0,30.0,0,0.8545250991244435
mixed,indicator_linear,128,contiguous,4,15.0,60.0,0,0.408292301776569
mixed,indicator_linear,128,contiguous_block,4,15.0,60.0,0,0.28742211501596865
mixed,indicator_linear,128,dispersed,4,15.0,60.0,0,0.9399310735560708
mixed,indicator_linear,128,uniform,4,15.0,60.0,0,0.890016726282146
mixed,indicator_linear,128,random,4,15.0,60.0,0,0.9079276405527665
mixed,indicator_linear,128,label_aware,4,15.0,60.0,0,0.9679014426937256
mixed,indicator_linear,128,mutual_information,4,15.0,60.0,0,0.8346749313800157
mixed,indicator_linear,128,imse,4,15.0,60.0,0,0.9114382805560584
mixed,indicator_linear,128,kernel_quadrature,4,15.0,60.0,0,0.9679014426937256
mixed,indicator_linear,128,contiguous,8,15.0,120.0,0,0.5772230508098608
mixed,indicator_linear,128,contiguous_block,8,15.0,120.0,0,0.32682992557657775
mixed,indicator_linear,128,dispersed,8,15.0,120.0,0,0.9826589553375172
mixed,indicator_linear,128,uniform,8,15.0,120.0,0,0.9703033041747562
mixed,indicator_linear,128,random,8,15.0,120.0,0,0.9788808827335962
mixed,indicator_linear,128,label_aware,8,15.0,120.0,0,0.9919818517497585
mixed,indicator_linear,128,mutual_information,8,15.0,120.0,0,0.9625302592938082
mixed,indicator_linear,128,imse,8,15.0,120.0,0,0.9817806388579328
mixed,indicator_linear,128,kernel_quadrature,8,15.0,120.0,0,0.9917921994883288
mixed,indicator_linear,128,contiguous,16,15.0,240.0,0,0.843663241119211
mixed,indicator_linear,128,contiguous_block,16,15.0,240.0,0,0.4572529753054364
mixed,indicator_linear,128,dispersed,16,15.0,240.0,0,0.9975328187738186
mixed,indicator_linear,128,uniform,16,15.0,240.0,0,0.9957953361848476
mixed,indicator_linear,128,random,16,15.0,240.0,0,0.9957391978450469
mixed,indicator_linear,128,label_aware,16,15.0,240.0,0,0.9990718248605277
mixed,indicator_linear,128,mutual_information,16,15.0,240.0,0,0.9926547418299996
mixed,indicator_linear,128,imse,16,15.0,240.0,0,0.9973914974380884
mixed,indicator_linear,128,kernel_quadrature,16,15.0,240.0,0,0.9991636559890144
mixed,indicator_linear,128,contiguous,32,15.0,480.0,0,0.9881519552840141
mixed,indicator_linear,128,contiguous_block,32,15.0,480.0,0,0.7041836738715859
mixed,indicator_linear,128,dispersed,32,15.0,480.0,0,1.0
mixed,indicator_linear,128,uniform,32,15.0,480.0,0,0.9999999999986531
mixed,indicator_linear,128,random,32,15.0,480.0,0,0.9999999999998826
mixed,indicator_linear,128,label_aware,32,15.0,480.0,0,0.9999999999868744
mixed,indicator_linear,128,mutual_information,32,15.0,480.0,0,1.0
mixed,indicator_linear,128,imse,32,15.0,480.0,0,1.0
mixed,indicator_linear,128,kernel_quadrature,32,15.0,480.0,0,1.0
